Codarticulo,Descripcion,Descadic,Familia,Codbarra,marca
0303002780,720001 TXL GRIS MILANGE,REMERA,INDUMENTARIA,7200010404,MKFITNESS
0303002790,720006 TS NEGRO,REMERA,INDUMENTARIA,7200060101,MKFITNESS
0303002800,720006 TS GRIS MILANGE,REMERA,INDUMENTARIA,7200060104,MKFITNESS
0303002810,720006 TM NEGRO,REMERA,INDUMENTARIA,7200060203,MKFITNESS
0303002820,720006 TM GRIS MILANGE,REMERA,INDUMENTARIA,7200060204,MKFITNESS
0303002830,720006 TL NEGRO,REMERA,INDUMENTARIA,7200060303,MKFITNESS
0303002840,720006 TL GRIS MILANGE,REMERA,INDUMENTARIA,7200060304,MKFITNESS
0303002850,720006 TXL NEGRO,REMERA,INDUMENTARIA,7200060403,MKFITNESS
0303002860,720006 TXL GRIS MILANGE,REMERA,INDUMENTARIA,7200060404,MKFITNESS
0303002870,720008MK TS NEGRO,REMERA,INDUMENTARIA,7200080103,MKFITNESS
0303002880,720008MK TM NEGRO,REMERA,INDUMENTARIA,7200080203,MKFITNESS
0303002890,720008MK TL NEGRO,REMERA,INDUMENTARIA,7200080303,MKFITNESS
0303002900,720008MK TXL NEGRO,REMERA,INDUMENTARIA,7200080403,MKFITNESS
0303002910,720013MK TS BLANCO,REMERA,INDUMENTARIA,7200130101,MKFITNESS
0303002920,720013MK TS NEGRO,REMERA,INDUMENTARIA,7200130103,MKFITNESS
0303002930,720013MK TM BLANCO,REMERA,INDUMENTARIA,7200130201,MKFITNESS
0303002940,720013MK TM NEGRO,REMERA,INDUMENTARIA,7200130203,MKFITNESS
0303002950,720013MK TL BLANCO,REMERA,INDUMENTARIA,7200130301,MKFITNESS
0303002960,720013MK TL NEGRO,REMERA,INDUMENTARIA,7200130303,MKFITNESS
0303002970,720013MK TXL BLANCO,REMERA,INDUMENTARIA,7200130401,MKFITNESS
0303002980,720013MK TXL NEGRO,REMERA,INDUMENTARIA,7200130403,MKFITNESS
0303002990,720014MK TS BLANCO,REMERA,INDUMENTARIA,7200140101,MKFITNESS
0303003000,720014MK TS NEGRO,REMERA,INDUMENTARIA,7200140103,MKFITNESS
0303003010,720014MK TM BLANCO,REMERA,INDUMENTARIA,7200140201,MKFITNESS
0303003020,720014MK TM NEGRO,REMERA,INDUMENTARIA,7200140203,MKFITNESS
0303003030,720014MK TL BLANCO,REMERA,INDUMENTARIA,7200140301,MKFITNESS
0303003040,720014MK TL NEGRO,REMERA,INDUMENTARIA,7200140303,MKFITNESS
0303003050,720014MK TXL BLANCO,REMERA,INDUMENTARIA,7200140401,MKFITNESS
0303003060,720014MK TXL NEGRO,REMERA,INDUMENTARIA,7200140403,MKFITNESS
0303003070,720017MK TS BLANCO,REMERA,INDUMENTARIA,7200170101,MKFITNESS
0303003080,720017MK TS NEGRO,REMERA,INDUMENTARIA,7200170103,MKFITNESS
0303003090,720017MK TM BLANCO,REMERA,INDUMENTARIA,7200170201,MKFITNESS
0303003100,720017MK TM NEGRO,REMERA,INDUMENTARIA,7200170203,MKFITNESS
0303003110,720017MK TL BLANCO,REMERA,INDUMENTARIA,7200170301,MKFITNESS
0303003120,720017MK TL NEGRO,REMERA,INDUMENTARIA,7200170303,MKFITNESS
0303003130,720017MK TXL BLANCO,REMERA,INDUMENTARIA,7200170401,MKFITNESS
0303003140,720017MK TXL NEGRO,REMERA,INDUMENTARIA,7200170403,MKFITNESS
0303003150,720018MK TS BLANCO,REMERA,INDUMENTARIA,7200180101,MKFITNESS
0303003160,720018MK TS NEGRO,REMERA,INDUMENTARIA,7200180103,MKFITNESS
0303003170,720018MK TM BLANCO,REMERA,INDUMENTARIA,7200180201,MKFITNESS
0303003180,720018MK TM NEGRO,REMERA,INDUMENTARIA,7200180203,MKFITNESS
0303003190,720018MK TL BLANCO,REMERA,INDUMENTARIA,7200180301,MKFITNESS
0303003200,720018MK TL NEGRO,REMERA,INDUMENTARIA,7200180303,MKFITNESS
0303003210,720018MK TXL BLANCO,REMERA,INDUMENTARIA,7200180401,MKFITNESS
0303003220,720018MK TXL NEGRO,REMERA,INDUMENTARIA,7200180403,MKFITNESS
0303003230,720020MK TS NEGRO,REMERA,INDUMENTARIA,7200200103,MKFITNESS
0303003240,720020MK TS VERDE MILITAR,REMERA,INDUMENTARIA,7200200130,MKFITNESS
0303003250,720020MK TM NEGRO,REMERA,INDUMENTARIA,7200200203,MKFITNESS
0303003260,720020MK TM VERDE MILITAR,REMERA,INDUMENTARIA,7200200230,MKFITNESS
0303003270,720020MK TL NEGRO,REMERA,INDUMENTARIA,7200200303,MKFITNESS
0303003280,720020MK TL VERDE MILITAR,REMERA,INDUMENTARIA,7200200330,MKFITNESS
0303003290,720020MK TXL NEGRO,REMERA,INDUMENTARIA,7200200403,MKFITNESS
0303003300,720020MK TXL VERDE MILITAR,REMERA,INDUMENTARIA,7200200430,MKFITNESS
0303003310,720022MK TS NEGRO,REMERA,INDUMENTARIA,7200220103,MKFITNESS
0303003320,720022MK TM NEGRO,REMERA,INDUMENTARIA,7200220203,MKFITNESS
0303003330,720022MK TL NEGRO,REMERA,INDUMENTARIA,7200220303,MKFITNESS
0303003340,720022MK TXL NEGRO,REMERA,INDUMENTARIA,7200220403,MKFITNESS
0303003350,720023MK TS NEGRO,REMERA,INDUMENTARIA,7200230103,MKFITNESS
0303003360,720023MK TM NEGRO,REMERA,INDUMENTARIA,7200230203,MKFITNESS
0303003370,720023MK TL NEGRO,REMERA,INDUMENTARIA,7200230303,MKFITNESS
0303003380,720023MK TXL NEGRO,REMERA,INDUMENTARIA,7200230403,MKFITNESS
0303003390,720024MK TS NEGRO,REMERA,INDUMENTARIA,7200240103,MKFITNESS
0303003400,720024MK TM NEGRO,REMERA,INDUMENTARIA,7200240203,MKFITNESS
0303003410,720024MK TL NEGRO,REMERA,INDUMENTARIA,7200240303,MKFITNESS
0303003420,720024MK TXL NEGRO,REMERA,INDUMENTARIA,7200240403,MKFITNESS
0303003430,720037MK TS NEGRO,REMERA,INDUMENTARIA,7200370103,MKFITNESS
0303003440,720037MK TM NEGRO,REMERA,INDUMENTARIA,7200370203,MKFITNESS
0303003450,720037MK TL NEGRO,REMERA,INDUMENTARIA,7200370303,MKFITNESS
0303003460,720037MK TXL NEGRO,REMERA,INDUMENTARIA,7200370403,MKFITNESS
0303003470,720038MK TS NEGRO,REMERA,INDUMENTARIA,7200380103,MKFITNESS
0303003480,720038MK TM NEGRO,REMERA,INDUMENTARIA,7200380203,MKFITNESS
0303003490,720038MK TL NEGRO,REMERA,INDUMENTARIA,7200380303,MKFITNESS
0303003500,720038MK TXL NEGRO,REMERA,INDUMENTARIA,7200380403,MKFITNESS
0303003510,720042MK TS BLANCO,REMERA,INDUMENTARIA,7200420101,MKFITNESS
0303003520,720042MK TS NEGRO,REMERA,INDUMENTARIA,7200420103,MKFITNESS
0303003530,720042MK TM BLANCO,REMERA,INDUMENTARIA,7200420201,MKFITNESS
0303003540,720042MK TM NEGRO,REMERA,INDUMENTARIA,7200420203,MKFITNESS
0303003550,720042MK TL BLANCO,REMERA,INDUMENTARIA,7200420301,MKFITNESS
0303003560,720042MK TL NEGRO,REMERA,INDUMENTARIA,7200420303,MKFITNESS
0303003570,720042MK TXL BLANCO,REMERA,INDUMENTARIA,7200420401,MKFITNESS
0303003580,720042MK TXL NEGRO,REMERA,INDUMENTARIA,7200420403,MKFITNESS
0303003590,720043MK TS FUCSIA,REMERA,INDUMENTARIA,7200430123,MKFITNESS
0303003600,720043MK TM FUCSIA,REMERA,INDUMENTARIA,7200430223,MKFITNESS
0303003610,720043MK TL FUCSIA,REMERA,INDUMENTARIA,7200430323,MKFITNESS
0303003620,720043MK TXL FUCSIA,REMERA,INDUMENTARIA,7200430423,MKFITNESS
0303003630,720059MK TS BLANCO,REMERA,INDUMENTARIA,7200590101,MKFITNESS
0303003640,720059MK TS NEGRO,REMERA,INDUMENTARIA,7200590103,MKFITNESS
0303003650,720059MK TS FUCSIA,REMERA,INDUMENTARIA,7200590123,MKFITNESS
0303003660,720059MK TM BLANCO,REMERA,INDUMENTARIA,7200590201,MKFITNESS
0303003670,720059MK TM NEGRO,REMERA,INDUMENTARIA,7200590203,MKFITNESS
0303003680,720059MK TM FUCSIA,REMERA,INDUMENTARIA,7200590223,MKFITNESS
0303003690,720059MK TL BLANCO,REMERA,INDUMENTARIA,7200590301,MKFITNESS
0303003700,720059MK TL NEGRO,REMERA,INDUMENTARIA,7200590303,MKFITNESS
0303003710,720059MK TL FUCSIA,REMERA,INDUMENTARIA,7200590323,MKFITNESS
0303003720,720059MK TXL BLANCO,REMERA,INDUMENTARIA,7200590401,MKFITNESS
0303003730,720059MK TXL NEGRO,REMERA,INDUMENTARIA,7200590403,MKFITNESS
0303003740,720059MK TXL FUCSIA,REMERA,INDUMENTARIA,7200590423,MKFITNESS
0303003750,720061MK TS NEGRO,REMERA,INDUMENTARIA,7200610103,MKFITNESS
0303003760,720061MK TS CORAL,REMERA,INDUMENTARIA,7200610108,MKFITNESS
0303003770,720061MK TS FUCSIA,REMERA,INDUMENTARIA,7200610123,MKFITNESS
0303003780,720061MK TM NEGRO,REMERA,INDUMENTARIA,7200610203,MKFITNESS
0303003790,720061MK TM CORAL,REMERA,INDUMENTARIA,7200610208,MKFITNESS
0303003800,720061MK TM FUCSIA,REMERA,INDUMENTARIA,7200610223,MKFITNESS
0303003810,720061MK TL NEGRO,REMERA,INDUMENTARIA,7200610303,MKFITNESS
0303003820,720061MK TL CORAL,REMERA,INDUMENTARIA,7200610308,MKFITNESS
0303003830,720061MK TL FUCSIA,REMERA,INDUMENTARIA,7200610323,MKFITNESS
0303003840,720061MK TXL NEGRO,REMERA,INDUMENTARIA,7200610403,MKFITNESS
0303003850,720061MK TXL CORAL,REMERA,INDUMENTARIA,7200610408,MKFITNESS
0303003860,720061MK TXL FUCSIA,REMERA,INDUMENTARIA,7200610423,MKFITNESS
0303003870,720001 TS FSIA MLGE,REMERA,INDUMENTARIA,72000101319,MKFITNESS
0303003880,720001 TM FSIA MLGE,REMERA,INDUMENTARIA,72000102319,MKFITNESS
0303003890,720001 TL FSIA MLGE,REMERA,INDUMENTARIA,72000103319,MKFITNESS
0303003900,720001 TXL FSIA MLGE,REMERA,INDUMENTARIA,72000104319,MKFITNESS
0303003910,720006 TS AZUL,REMERA,INDUMENTARIA,72000601130,MKFITNESS
0303003920,720006 TM AZUL,REMERA,INDUMENTARIA,72000602130,MKFITNESS
0303003930,720006 TL AZUL,REMERA,INDUMENTARIA,72000603130,MKFITNESS
0303003940,720006 TXL AZUL,REMERA,INDUMENTARIA,72000604130,MKFITNESS
0303003950,720008MK TS CORAL,REMERA,INDUMENTARIA,72000801208,MKFITNESS
0303003960,720008MK TS PURPURA,REMERA,INDUMENTARIA,72000801229,MKFITNESS
0303003970,720008MK TS NRJA FLUO,REMERA,INDUMENTARIA,72000801241,MKFITNESS
0303003980,720008MK TM CORAL,REMERA,INDUMENTARIA,72000802208,MKFITNESS
0303003990,720008MK TM PURPURA,REMERA,INDUMENTARIA,72000802229,MKFITNESS
0303004000,720008MK TM NRJA FLUO,REMERA,INDUMENTARIA,72000802241,MKFITNESS
0303004010,720008MK TL CORAL,REMERA,INDUMENTARIA,72000803208,MKFITNESS
0303004020,720008MK TL PURPURA,REMERA,INDUMENTARIA,72000803229,MKFITNESS
0303004030,720008MK TL NRJA FLUO,REMERA,INDUMENTARIA,72000803241,MKFITNESS
0303004040,720008MK TXL CORAL,REMERA,INDUMENTARIA,72000804208,MKFITNESS
0303004050,720008MK TXL PURPURA,REMERA,INDUMENTARIA,72000804229,MKFITNESS
0303004060,720008MK TXL NRJA FLUO,REMERA,INDUMENTARIA,72000804241,MKFITNESS
0303004070,720013MK TS CORAL,REMERA,INDUMENTARIA,72001301208,MKFITNESS
0303004080,720013MK TS PURPURA,REMERA,INDUMENTARIA,72001301229,MKFITNESS
0303004090,720013MK TM CORAL,REMERA,INDUMENTARIA,72001302208,MKFITNESS
0303004100,720013MK TM PURPURA,REMERA,INDUMENTARIA,72001302229,MKFITNESS
0303004110,720013MK TL CORAL,REMERA,INDUMENTARIA,72001303208,MKFITNESS
0303004120,720013MK TL PURPURA,REMERA,INDUMENTARIA,72001303229,MKFITNESS
0303004130,720013MK TXL CORAL,REMERA,INDUMENTARIA,72001304208,MKFITNESS
0303004140,720013MK TXL PURPURA,REMERA,INDUMENTARIA,72001304229,MKFITNESS
0303004150,720014MK TS CORAL,REMERA,INDUMENTARIA,72001401208,MKFITNESS
0303004160,720014MK TS PURPURA,REMERA,INDUMENTARIA,72001401229,MKFITNESS
0303004170,720014MK TM CORAL,REMERA,INDUMENTARIA,72001402208,MKFITNESS
0303004180,720014MK TM PURPURA,REMERA,INDUMENTARIA,72001402229,MKFITNESS
0303004190,720014MK TL CORAL,REMERA,INDUMENTARIA,72001403208,MKFITNESS
0303004200,720014MK TL PURPURA,REMERA,INDUMENTARIA,72001403229,MKFITNESS
0303004210,720014MK TXL CORAL,REMERA,INDUMENTARIA,72001404208,MKFITNESS
0303004220,720014MK TXL PURPURA,REMERA,INDUMENTARIA,72001404229,MKFITNESS
0303004230,720017MK TS CORAL,REMERA,INDUMENTARIA,72001701208,MKFITNESS
0303004240,720017MK TS AMA FLUO,REMERA,INDUMENTARIA,72001701217,MKFITNESS
0303004250,720017MK TS PURPURA,REMERA,INDUMENTARIA,72001701229,MKFITNESS
0303004260,720017MK TM CORAL,REMERA,INDUMENTARIA,72001702208,MKFITNESS
0303004270,720017MK TM AMA FLUO,REMERA,INDUMENTARIA,72001702217,MKFITNESS
0303004280,720017MK TM PURPURA,REMERA,INDUMENTARIA,72001702229,MKFITNESS
0303004290,720017MK TL CORAL,REMERA,INDUMENTARIA,72001703208,MKFITNESS
0303004300,720017MK TL AMA FLUO,REMERA,INDUMENTARIA,72001703217,MKFITNESS
0303004310,720017MK TL PURPURA,REMERA,INDUMENTARIA,72001703229,MKFITNESS
0303004320,720017MK TXL CORAL,REMERA,INDUMENTARIA,72001704208,MKFITNESS
0303004330,720017MK TXL AMA FLUO,REMERA,INDUMENTARIA,72001704217,MKFITNESS
0303004340,720017MK TXL PURPURA,REMERA,INDUMENTARIA,72001704229,MKFITNESS
0303004350,720018MK TS CORAL,REMERA,INDUMENTARIA,72001801208,MKFITNESS
0303004360,720018MK TS AMA FLUO,REMERA,INDUMENTARIA,72001801217,MKFITNESS
0303004370,720018MK TS PURPURA,REMERA,INDUMENTARIA,72001801229,MKFITNESS
0303004380,720018MK TM CORAL,REMERA,INDUMENTARIA,72001802208,MKFITNESS
0303004390,720018MK TM AMA FLUO,REMERA,INDUMENTARIA,72001802217,MKFITNESS
0303004400,720018MK TM PURPURA,REMERA,INDUMENTARIA,72001802229,MKFITNESS
0303004410,720018MK TL CORAL,REMERA,INDUMENTARIA,72001803208,MKFITNESS
0303004420,720018MK TL AMA FLUO,REMERA,INDUMENTARIA,72001803217,MKFITNESS
0303004430,720018MK TL PURPURA,REMERA,INDUMENTARIA,72001803229,MKFITNESS
0303004440,720018MK TXL CORAL,REMERA,INDUMENTARIA,72001804208,MKFITNESS
0303004450,720018MK TXL AMA FLUO,REMERA,INDUMENTARIA,72001804217,MKFITNESS
0303004460,720018MK TXL PURPURA,REMERA,INDUMENTARIA,72001804229,MKFITNESS
0303004470,720022MK TS ROSA VINTAGE,REMERA,INDUMENTARIA,72002201156,MKFITNESS
0303004480,720022MK TS GRIS MGE.OSC,REMERA,INDUMENTARIA,72002201265,MKFITNESS
0303004490,720022MK TM ROSA VINTAGE,REMERA,INDUMENTARIA,72002202156,MKFITNESS
0303004500,720022MK TM GRIS MGE.OSC,REMERA,INDUMENTARIA,72002202265,MKFITNESS
0303004510,720022MK TL ROSA VINTAGE,REMERA,INDUMENTARIA,72002203156,MKFITNESS
0303004520,720022MK TL GRIS MGE.OSC,REMERA,INDUMENTARIA,72002203265,MKFITNESS
0303004530,720022MK TXL ROSA VINTAGE,REMERA,INDUMENTARIA,72002204156,MKFITNESS
0303004540,720022MK TXL GRIS MGE.OSC,REMERA,INDUMENTARIA,72002204265,MKFITNESS
0303004550,720023MK TS ROSA VINTAGE,REMERA,INDUMENTARIA,72002301156,MKFITNESS
0303004560,720023MK TS GRIS MGE.OSC,REMERA,INDUMENTARIA,72002301265,MKFITNESS
0303004570,720023MK TM ROSA VINTAGE,REMERA,INDUMENTARIA,72002302156,MKFITNESS
0303004580,720023MK TM GRIS MGE.OSC,REMERA,INDUMENTARIA,72002302265,MKFITNESS
0303004590,720023MK TL ROSA VINTAGE,REMERA,INDUMENTARIA,72002303156,MKFITNESS
0303004600,720023MK TL GRIS MGE.OSC,REMERA,INDUMENTARIA,72002303265,MKFITNESS
0303004610,720023MK TXL ROSA VINTAGE,REMERA,INDUMENTARIA,72002304156,MKFITNESS
0303004620,720023MK TXL GRIS MGE.OSC,REMERA,INDUMENTARIA,72002304265,MKFITNESS
0303004630,720024MK TS GRIS MGE.OSC,REMERA,INDUMENTARIA,72002401265,MKFITNESS
0303004640,720024MK TM GRIS MGE.OSC,REMERA,INDUMENTARIA,72002402265,MKFITNESS
0303004650,720024MK TL GRIS MGE.OSC,REMERA,INDUMENTARIA,72002403265,MKFITNESS
0303004660,720024MK TXL GRIS MGE.OSC,REMERA,INDUMENTARIA,72002404265,MKFITNESS
0303004670,720027MK TS GR AMARILLO,REMERA,INDUMENTARIA,72002701223,MKFITNESS
0303004680,720027MK TS GRIS CORAL,REMERA,INDUMENTARIA,72002701230,MKFITNESS
0303004690,720027MK TM GR AMARILLO,REMERA,INDUMENTARIA,72002702223,MKFITNESS
0303004700,720027MK TM GRIS CORAL,REMERA,INDUMENTARIA,72002702230,MKFITNESS
0303004710,720027MK TL GR AMARILLO,REMERA,INDUMENTARIA,72002703223,MKFITNESS
0303004720,720027MK TL GRIS CORAL,REMERA,INDUMENTARIA,72002703230,MKFITNESS
0303004730,720027MK TXL GR AMARILLO,REMERA,INDUMENTARIA,72002704223,MKFITNESS
0303004740,720027MK TXL GRIS CORAL,REMERA,INDUMENTARIA,72002704230,MKFITNESS
0303004750,720030MK TS GRIS/ROSA,REMERA,INDUMENTARIA,72003001159,MKFITNESS
0303004760,720030MK TS NGRO/AZUL,REMERA,INDUMENTARIA,72003001526,MKFITNESS
0303004770,720030MK TM GRIS/ROSA,REMERA,INDUMENTARIA,72003002159,MKFITNESS
0303004780,720030MK TM NGRO/AZUL,REMERA,INDUMENTARIA,72003002526,MKFITNESS
0303004790,720030MK TL GRIS/ROSA,REMERA,INDUMENTARIA,72003003159,MKFITNESS
0303004800,720030MK TL NGRO/AZUL,REMERA,INDUMENTARIA,72003003526,MKFITNESS
0303004810,720030MK TXL GRIS/ROSA,REMERA,INDUMENTARIA,72003004159,MKFITNESS
0303004820,720030MK TXL NGRO/AZUL,REMERA,INDUMENTARIA,72003004526,MKFITNESS
0303004830,720033MK TS GRIS/VRDE,REMERA,INDUMENTARIA,72003301166,MKFITNESS
0303004840,720033MK TS GRIS/FSIA,REMERA,INDUMENTARIA,72003301196,MKFITNESS
0303004850,720033MK TS NEGRO FUCSIA,REMERA,INDUMENTARIA,72003301197,MKFITNESS
0303004860,720033MK TS FSIA NGRO,REMERA,INDUMENTARIA,72003301198,MKFITNESS
0303004870,720033MK TS ROSA FL GRIS,REMERA,INDUMENTARIA,72003301320,MKFITNESS
0303004880,720033MK TM GRIS/VRDE,REMERA,INDUMENTARIA,72003302166,MKFITNESS
0303004890,720033MK TM GRIS/FSIA,REMERA,INDUMENTARIA,72003302196,MKFITNESS
0303004900,720033MK TM NEGRO FUCSIA,REMERA,INDUMENTARIA,72003302197,MKFITNESS
0303004910,720033MK TM FSIA NGRO,REMERA,INDUMENTARIA,72003302198,MKFITNESS
0303004920,720033MK TM ROSA FL GRIS,REMERA,INDUMENTARIA,72003302320,MKFITNESS
0303004930,720033MK TL GRIS/VRDE,REMERA,INDUMENTARIA,72003303166,MKFITNESS
0303004940,720033MK TL GRIS/FSIA,REMERA,INDUMENTARIA,72003303196,MKFITNESS
0303004950,720033MK TL NEGRO FUCSIA,REMERA,INDUMENTARIA,72003303197,MKFITNESS
0303004960,720033MK TL FSIA NGRO,REMERA,INDUMENTARIA,72003303198,MKFITNESS
0303004970,720033MK TL ROSA FL GRIS,REMERA,INDUMENTARIA,72003303320,MKFITNESS
0303004980,720033MK TXL GRIS/VRDE,REMERA,INDUMENTARIA,72003304166,MKFITNESS
0303004990,720033MK TXL GRIS/FSIA,REMERA,INDUMENTARIA,72003304196,MKFITNESS
0303005000,720033MK TXL NEGRO FUCSIA,REMERA,INDUMENTARIA,72003304197,MKFITNESS
0303005010,720033MK TXL FSIA NGRO,REMERA,INDUMENTARIA,72003304198,MKFITNESS
0303005020,720033MK TXL ROSA FL GRIS,REMERA,INDUMENTARIA,72003304320,MKFITNESS
0303005030,720037MK TS AZUL,REMERA,INDUMENTARIA,72003701130,MKFITNESS
0303005040,720037MK TS GRIS MGE.OSC,REMERA,INDUMENTARIA,72003701265,MKFITNESS
0303005050,720037MK TM AZUL,REMERA,INDUMENTARIA,72003702130,MKFITNESS
0303005060,720037MK TM GRIS MGE.OSC,REMERA,INDUMENTARIA,72003702265,MKFITNESS
0303005070,720037MK TL AZUL,REMERA,INDUMENTARIA,72003703130,MKFITNESS
0303005080,720037MK TL GRIS MGE.OSC,REMERA,INDUMENTARIA,72003703265,MKFITNESS
0303005090,720037MK TXL AZUL,REMERA,INDUMENTARIA,72003704130,MKFITNESS
0303005100,720037MK TXL GRIS MGE.OSC,REMERA,INDUMENTARIA,72003704265,MKFITNESS
0303005110,720038MK TS AZUL,REMERA,INDUMENTARIA,72003801130,MKFITNESS
0303005120,720038MK TS GRIS MGE.OSC,REMERA,INDUMENTARIA,72003801265,MKFITNESS
0303005130,720038MK TM AZUL,REMERA,INDUMENTARIA,72003802130,MKFITNESS
0303005140,720038MK TM GRIS MGE.OSC,REMERA,INDUMENTARIA,72003802265,MKFITNESS
0303005150,720038MK TL AZUL,REMERA,INDUMENTARIA,72003803130,MKFITNESS
0303005160,720038MK TL GRIS MGE.OSC,REMERA,INDUMENTARIA,72003803265,MKFITNESS
0303005170,720038MK TXL AZUL,REMERA,INDUMENTARIA,72003804130,MKFITNESS
0303005180,720038MK TXL GRIS MGE.OSC,REMERA,INDUMENTARIA,72003804265,MKFITNESS
0303005190,720042MK TS AMARILLO,REMERA,INDUMENTARIA,72004201114,MKFITNESS
0303005200,720042MK TM AMARILLO,REMERA,INDUMENTARIA,72004202114,MKFITNESS
0303005210,720042MK TL AMARILLO,REMERA,INDUMENTARIA,72004203114,MKFITNESS
0303005220,720042MK TXL AMARILLO,REMERA,INDUMENTARIA,72004204114,MKFITNESS
0303005230,720043MK TS AMARRILLO,REMERA,INDUMENTARIA,72004301114,MKFITNESS
0303005240,720043MK TM AMARRILLO,REMERA,INDUMENTARIA,72004302114,MKFITNESS
0303005250,720043MK TL AMARRILLO,REMERA,INDUMENTARIA,72004303114,MKFITNESS
0303005260,720043MK TXL AMARRILLO,REMERA,INDUMENTARIA,72004304114,MKFITNESS
0303005270,720044MK TS ROSA FLUO,REMERA,INDUMENTARIA,72004401219,MKFITNESS
0303005280,720044MK TS AMARILLO FL.,REMERA,INDUMENTARIA,72004401353,MKFITNESS
0303005290,720044MK TM ROSA FLUO,REMERA,INDUMENTARIA,72004402219,MKFITNESS
0303005300,720044MK TM AMARILLO FL.,REMERA,INDUMENTARIA,72004402353,MKFITNESS
0303005310,720044MK TL ROSA FLUO,REMERA,INDUMENTARIA,72004403219,MKFITNESS
0303005320,720044MK TL AMARILLO FL.,REMERA,INDUMENTARIA,72004403353,MKFITNESS
0303005330,720044MK TXL ROSA FLUO,REMERA,INDUMENTARIA,72004404219,MKFITNESS
0303005340,720044MK TXL AMARILLO FL.,REMERA,INDUMENTARIA,72004404353,MKFITNESS
0303005350,720045MK TS ROSA FLUO,REMERA,INDUMENTARIA,72004501219,MKFITNESS
0303005360,720045MK TS AMARILLO FL.,REMERA,INDUMENTARIA,72004501353,MKFITNESS
0303005370,720045MK TM ROSA FLUO,REMERA,INDUMENTARIA,72004502219,MKFITNESS
0303005380,720045MK TM AMARILLO FL.,REMERA,INDUMENTARIA,72004502353,MKFITNESS
0303005390,720045MK TL ROSA FLUO,REMERA,INDUMENTARIA,72004503219,MKFITNESS
0303005400,720045MK TL AMARILLO FL.,REMERA,INDUMENTARIA,72004503353,MKFITNESS
0303005410,720045MK TXL ROSA FLUO,REMERA,INDUMENTARIA,72004504219,MKFITNESS
0303005420,720045MK TXL AMARILLO FL.,REMERA,INDUMENTARIA,72004504353,MKFITNESS
0303005430,720050MK TS FUCSIA BLANCO,REMERA,INDUMENTARIA,72005001214,MKFITNESS
0303005440,720050MK TS BLANCO FUCSIA,REMERA,INDUMENTARIA,72005001331,MKFITNESS
0303005450,720050MK TM FUCSIA BLANCO,REMERA,INDUMENTARIA,72005002214,MKFITNESS
0303005460,720050MK TM BLANCO FUCSIA,REMERA,INDUMENTARIA,72005002331,MKFITNESS
0303005470,720050MK TL FUCSIA BLANCO,REMERA,INDUMENTARIA,72005003214,MKFITNESS
0303005480,720050MK TL BLANCO FUCSIA,REMERA,INDUMENTARIA,72005003331,MKFITNESS
0303005490,720050MK TXL FUCSIA BLANCO,REMERA,INDUMENTARIA,72005004214,MKFITNESS
0303005500,720050MK TXL BLANCO FUCSIA,REMERA,INDUMENTARIA,72005004331,MKFITNESS
0303005510,720001MK  REMERAS  MK,REMERA,INDUMENTARIA,720001MK,MKFITNESS
0303005520,720002MK  REMERAS  MK,REMERA,INDUMENTARIA,720002MK,MKFITNESS
0303005530,720003MK  REMERAS MK,REMERA,INDUMENTARIA,720003MK,MKFITNESS
0303005540,720004MK  REMERAS MK,REMERA,INDUMENTARIA,720004MK,MKFITNESS
0303005550,720005MK  REMERAS MK,REMERA,INDUMENTARIA,720005MK,MKFITNESS
0303005560,720006MK  REMERAS MK,REMERA,INDUMENTARIA,720006MK,MKFITNESS
0303005570,720007MK  REMERAS MK,REMERA,INDUMENTARIA,720007MK,MKFITNESS
0303005580,720008MK  REMERAS  MK,REMERA,INDUMENTARIA,720008MK,MKFITNESS
0303005590,720009MK  REMERAS  MK,REMERA,INDUMENTARIA,720009MK,MKFITNESS
0303005600,720022MK REMERA,REMERA,INDUMENTARIA,720022MK,MKFITNESS
0303005610,720024MK REMERA,REMERA,INDUMENTARIA,720024MK,MKFITNESS
0303005620,720027MK REMERA,REMERA,INDUMENTARIA,720027MK,MKFITNESS
0303005630,720028MK REMERA,REMERA,INDUMENTARIA,720028MK,MKFITNESS
0303005640,720029MK REMERA S/MANGAS,REMERA,INDUMENTARIA,720029MK,MKFITNESS
0303005650,720030MK REMERA,REMERA,INDUMENTARIA,720030MK,MKFITNESS
0303005660,720031MK REMERA,REMERA,INDUMENTARIA,720031MK,MKFITNESS
0303005670,720033MK REMERA,REMERA,INDUMENTARIA,720033MK,MKFITNESS
0303005680,720037MK REMERA,REMERA,INDUMENTARIA,720037MK,MKFITNESS
0303005690,720038MK REMERA,REMERA,INDUMENTARIA,720038MK,MKFITNESS
0303005700,720042MK REMERA,REMERA,INDUMENTARIA,720042MK,MKFITNESS
0303005710,720043MK REMERA,REMERA,INDUMENTARIA,720043MK,MKFITNESS
0303005720,720045MK REMERA,REMERA,INDUMENTARIA,720045MK,MKFITNESS
0303005730,720050MK REMERA,REMERA,INDUMENTARIA,720050MK,MKFITNESS
0303005740,720058MK REMERA,REMERA,INDUMENTARIA,720058MK,MKFITNESS
0303005750,720059MK REMERA,REMERA,INDUMENTARIA,720059MK,MKFITNESS
0303005760,720061MK REMERA,REMERA,INDUMENTARIA,720061MK,MKFITNESS
