CodArt,Descripcion,Desc_adicional,Familia,CodigoBarras,agrupacion,marca
0402013970,TOALLA PRATA GRIS,SANPRJROJVIT9180,BLANQUERIA,7892949541460,TOALLA,santista
0402013980,TOALLA PRATA CEREZA,SANPRJROJVIT3517,BLANQUERIA,7892949541439,TOALLA,santista
0402013990,TOALLON PRATA  ESMERALDA,SANPRJBAJVIT7775,BLANQUERIA,7892949541408,TOALLA,santista
0402014000,TOALLON PRATA  BLANCO,SANPRJBAJVIT0001,BLANQUERIA,7892949541309,TOALLA,santista
0402014010,TOALLON PRATA LIMON,SANPRJBAJVIT7619,BLANQUERIA,7892949541392,TOALLA,santista
0402014020,TOALLON PRATA  GRIS,SANPRJBAJVIT9180,BLANQUERIA,7892949541415,TOALLA,santista
0402014030,TOALLON PRATA CEREZA,SANPRJBAJVIT3517,BLANQUERIA,7892949541316,TOALLA,santista
0406000030,COBRE LEITO PRATA 150 FIOS KCC,PRA15KCCB1ANGELA,BLANQUERIA,7892949311018,COVERTOR,santista
0406000040,COBRE LEITO PRATA 150 FIOS KCC,PRA15KCCB1STELLA,BLANQUERIA,7892949311025,COVERTOR,santista
0406000050,COBRE LEITO PRATA 150 FIOS KCK,PRA15KCKB1ANGELA,BLANQUERIA,7892949311049,COVERTOR,santista
0406000060,COBRE LEITO PRATA 150 FIOS KCK,PRA15KCKB1STELLA,BLANQUERIA,7892949311056,COVERTOR,santista
0406000070,COBRE LEITO PRATA 150 FIOS KCQ,PRA15KCQB1ANGELA,BLANQUERIA,7892949311087,COVERTOR,santista
0406000080,COBRE LEITO PRATA 150 FIOS KCQ,PRA15KCQB1STELLA,BLANQUERIA,7892949311094,COVERTOR,santista
0406000090,COBRE LEITO PRATA 150 FIOS KCS,PRA15KCSB1ANGELA,BLANQUERIA,7892949311117,COVERTOR,santista
0406000100,COBRE LEITO PRATA 150 FIOS KCS,PRA15KCSB1STELLA,BLANQUERIA,7892949311124,COVERTOR,santista
0406000110,COBRE LEITO PRATA 150 FIOS KCC,PRA15KCCB1BLOG,BLANQUERIA,7892949373245,COVERTOR,santista
0406000120,COBRE LEITO PRATA 150 FIOS KCC,PRA15KCCB1LUDMIL,BLANQUERIA,7892949373269,COVERTOR,santista
0406000130,COBRE LEITO PRATA 150 FIOS KCK,PRA15KCKB1BLOG,BLANQUERIA,7892949373283,COVERTOR,santista
0406000140,COBRE LEITO PRATA 150 FIOS KCK,PRA15KCKB1LUDMIL,BLANQUERIA,7892949373306,COVERTOR,santista
0406000150,COBRE LEITO PRATA 150 FIOS KCQ,PRA15KCQB1BLOG,BLANQUERIA,7892949373320,COVERTOR,santista
0406000160,COBRE LEITO PRATA 150 FIOS KCQ,PRA15KCQB1LUDMIL,BLANQUERIA,7892949373344,COVERTOR,santista
0406000170,COBRE LEITO PRATA 150 FIOS KCS,PRA15KCSB1BLOG,BLANQUERIA,7892949373368,COVERTOR,santista
0406000180,COBRE LEITO PRATA 150 FIOS KCS,PRA15KCSB1LUDMIL,BLANQUERIA,7892949373382,COVERTOR,santista
0406000190,COBRE LEITO PRATA 150 FIOS KCC,PRA15KCCB1LEONOR,BLANQUERIA,7892949400910,COVERTOR,santista
0406000200,COBRE LEITO PRATA 150 FIOS KCK,PRA15KCKB1LEONOR,BLANQUERIA,7892949400934,COVERTOR,santista
0406000210,COBRE LEITO PRATA 150 FIOS KCQ,PRA15KCQB1LEONOR,BLANQUERIA,7892949400958,COVERTOR,santista
0406000220,COBRE LEITO PRATA 150 FIOS KCS,PRA15KCSB1LEONOR,BLANQUERIA,7892949400989,COVERTOR,santista
0406000230,COBRE LEITO PRATA 150 FIOS KCC,PRA15KCCB1KAIKI,BLANQUERIA,7892949402877,COVERTOR,santista
0406000240,COBRE LEITO PRATA 150 FIOS KCK,PRA15KCKB1KAIKI,BLANQUERIA,7892949402884,COVERTOR,santista
0406000250,COBRE LEITO PRATA 150 FIOS KCQ,PRA15KCQB1KAIKI,BLANQUERIA,7892949402891,COVERTOR,santista
0406000260,COBRE LEITO PRATA 150 FIOS KCS,PRA15KCSB1KAIKI,BLANQUERIA,7892949402907,COVERTOR,santista
