Codart,Descripcion,Descadicional,Familia,barcode,marca
0101207000,2055F T85 ROJO,CONJUNTO,LENCERIA,302055085ROJ,fairuz
0101207010,2055F T85 ALMENDRA,CONJUNTO,LENCERIA,302055085ALM,fairuz
0101207020,2055F T90 BLANCO,CONJUNTO,LENCERIA,302055090BCO,fairuz
0101207030,2055F T90 NEGRO,CONJUNTO,LENCERIA,302055090NGO,fairuz
0101207040,2055F T90 AZUL FRAN,CONJUNTO,LENCERIA,302055090AZFR,fairuz
0101207050,2055F T90 ROJO,CONJUNTO,LENCERIA,302055090ROJ,fairuz
0101207060,2055F T90 ALMENDRA,CONJUNTO,LENCERIA,302055090ALM,fairuz
0101207070,2055F T95 BLANCO,CONJUNTO,LENCERIA,302055095BCO,fairuz
0101207080,2055F T95 NEGRO,CONJUNTO,LENCERIA,302055095NGO,fairuz
0101207090,2055F T95 AZUL FRAN,CONJUNTO,LENCERIA,302055095AZFR,fairuz
0101207100,2055F T95 ROJO,CONJUNTO,LENCERIA,302055095ROJ,fairuz
0101207110,2055F T95 ALMENDRA,CONJUNTO,LENCERIA,302055095ALM,fairuz
0101207120,2055F T100 BLANCO,CONJUNTO,LENCERIA,302055100BCO,fairuz
0101207130,2055F T100 NEGRO,CONJUNTO,LENCERIA,302055100NGO,fairuz
0101207140,2055F T100 AZUL FRAN,CONJUNTO,LENCERIA,302055100AZFR,fairuz
0101207150,2055F T100 ROJO,CONJUNTO,LENCERIA,302055100ROJ,fairuz
0101207160,2055F T100 ALMENDRA,CONJUNTO,LENCERIA,302055100ALM,fairuz
0101207170,2055/EF T105 BLANCO,CONJUNTO,LENCERIA,302055105BCO,fairuz
0101207180,2055/EF T105 NEGRO,CONJUNTO,LENCERIA,302055105NGO,fairuz
0101207190,2055/EF T105 AZUL FRAN,CONJUNTO,LENCERIA,302055105AZFR,fairuz
0101207200,2055/EF T105 ROJO,CONJUNTO,LENCERIA,302055105ROJ,fairuz
0101207210,2055/EF T105 ALMENDRA,CONJUNTO,LENCERIA,302055105ALM,fairuz
0101207220,2055/EF T110 BLANCO,CONJUNTO,LENCERIA,302055110BCO,fairuz
0101207230,2055/EF T110 NEGRO,CONJUNTO,LENCERIA,302055110NGO,fairuz
0101207240,2055/EF T110 AZUL FRAN,CONJUNTO,LENCERIA,302055110AZFR,fairuz
0101207250,2055/EF T110 ROJO,CONJUNTO,LENCERIA,302055110ROJ,fairuz
0101207260,2055/EF T110 ALMENDRA,CONJUNTO,LENCERIA,302055110ALM,fairuz
0101207270,2057F T85 BLANCO,CONJUNTO,LENCERIA,302057085BCO,fairuz
0101207280,2057F T85 NEGRO,CONJUNTO,LENCERIA,302057085NG,fairuz
0101207290,2057F T85 AZUL FRAN,CONJUNTO,LENCERIA,302057085AZFR,fairuz
0101207300,2057F T85 ROJO,CONJUNTO,LENCERIA,302057085ROJ,fairuz
0101207310,2057F T85 ALMENDRA,CONJUNTO,LENCERIA,302057085ALM,fairuz
0101207320,2057F T90 BLANCO,CONJUNTO,LENCERIA,302057090BCO,fairuz
0101207330,2057F T90 NEGRO,CONJUNTO,LENCERIA,302057090NG,fairuz
0101207340,2057F T90 AZUL FRAN,CONJUNTO,LENCERIA,302057090AZFR,fairuz
0101207350,2057F T90 ROJO,CONJUNTO,LENCERIA,302057090ROJ,fairuz
0101207360,2057F T90 ALMENDRA,CONJUNTO,LENCERIA,302057090ALM,fairuz
0101207370,2057F T95 BLANCO,CONJUNTO,LENCERIA,302057095BCO,fairuz
0101207380,2057F T95 NEGRO,CONJUNTO,LENCERIA,302057095NG,fairuz
0101207390,2057F T95 AZUL FRAN,CONJUNTO,LENCERIA,302057095AZFR,fairuz
0101207400,2057F T95 ROJO,CONJUNTO,LENCERIA,302057095ROJ,fairuz
0101207410,2057F T95 ALMENDRA,CONJUNTO,LENCERIA,302057095ALM,fairuz
0101207420,2057F T100 BLANCO,CONJUNTO,LENCERIA,302057100BCO,fairuz
0101207430,2057F T100 NEGRO,CONJUNTO,LENCERIA,302057100NG,fairuz
0101207440,2057F T100 AZUL FRAN,CONJUNTO,LENCERIA,302057100AZFR,fairuz
0101207450,2057F T100 ROJO,CONJUNTO,LENCERIA,302057100ROJ,fairuz
0101207460,2057F T100 ALMENDRA,CONJUNTO,LENCERIA,302057100ALM,fairuz
0101207470,2062F T85 BLANCO,CONJUNTO,LENCERIA,302062085BCO,fairuz
0101207480,2062F T85 NEGRO,CONJUNTO,LENCERIA,302062085NG,fairuz
0101207490,2062F T85 ROSA BEBE,CONJUNTO,LENCERIA,302062085ROSBB,fairuz
0101207500,2062F T85 ALMENDRA,CONJUNTO,LENCERIA,302062085ALM,fairuz
0101207510,2062F T85 FUCSIA,CONJUNTO,LENCERIA,302062085FUC,fairuz
0101207520,2062F T90 BLANCO,CONJUNTO,LENCERIA,302062090BCO,fairuz
0101207530,2062F T90 NEGRO,CONJUNTO,LENCERIA,302062090NG,fairuz
0101207540,2062F T90 ROSA BEBE,CONJUNTO,LENCERIA,302062090ROSBB,fairuz
0101207550,2062F T90 ALMENDRA,CONJUNTO,LENCERIA,302062090ALM,fairuz
0101207560,2062F T90 FUCSIA,CONJUNTO,LENCERIA,302062090FUC,fairuz
0101207570,2062F T95 BLANCO,CONJUNTO,LENCERIA,302062095BCO,fairuz
0101207580,2062F T95 NEGRO,CONJUNTO,LENCERIA,302062095NG,fairuz
0101207590,2062F T95 ROSA BEBE,CONJUNTO,LENCERIA,302062095ROSBB,fairuz
0101207600,2062F T95 ALMENDRA,CONJUNTO,LENCERIA,302062095ALM,fairuz
0101207610,2062F T95 FUCSIA,CONJUNTO,LENCERIA,302062095FUC,fairuz
0101207620,2062F T100 BLANCO,CONJUNTO,LENCERIA,302062100BCO,fairuz
0101207630,2062F T100 NEGRO,CONJUNTO,LENCERIA,302062100NG,fairuz
0101207640,2062F T100 ROSA BEBE,CONJUNTO,LENCERIA,302062100ROSBB,fairuz
0101207650,2062F T100 ALMENDRA,CONJUNTO,LENCERIA,302062100ALM,fairuz
0101207660,2062F T100 FUCSIA,CONJUNTO,LENCERIA,302062100FUC,fairuz
0101207670,2065F T85 BLANCO,CONJUNTO,LENCERIA,302065085BCO,fairuz
0101207680,2065F T85 ROSA,CONJUNTO,LENCERIA,302065085ROS,fairuz
0101207690,2065F T85 GRIS NEGRO,CONJUNTO,LENCERIA,302065085GRNG,fairuz
0101207700,2065F T85 NEGRO ROJO,CONJUNTO,LENCERIA,302065085NGROJ,fairuz
0101207710,2065F T90 BLANCO,CONJUNTO,LENCERIA,302065090BCO,fairuz
0101207720,2065F T90 ROSA,CONJUNTO,LENCERIA,302065090ROS,fairuz
0101207730,2065F T90 GRIS NEGRO,CONJUNTO,LENCERIA,302065090GRNG,fairuz
0101207740,2065F T90 NEGRO ROJO,CONJUNTO,LENCERIA,302065090NGROJ,fairuz
0101207750,2065F T95 BLANCO,CONJUNTO,LENCERIA,302065095BCO,fairuz
0101207760,2065F T95 ROSA,CONJUNTO,LENCERIA,302065095ROS,fairuz
0101207770,2065F T95 GRIS NEGRO,CONJUNTO,LENCERIA,302065095GRNG,fairuz
0101207780,2065F T95 NEGRO ROJO,CONJUNTO,LENCERIA,302065095NGROJ,fairuz
0101207790,2065F T100 BLANCO,CONJUNTO,LENCERIA,302065100BCO,fairuz
0101207800,2065F T100 ROSA,CONJUNTO,LENCERIA,302065100ROS,fairuz
0101207810,2065F T100 GRIS NEGRO,CONJUNTO,LENCERIA,302065100GRNG,fairuz
0101207820,2065F T100 NEGRO ROJO,CONJUNTO,LENCERIA,302065100NGROJ,fairuz
0101207830,2081F T85 BLANCO,CONJUNTO,LENCERIA,302081085BCO,fairuz
0101207840,2081F T85 NEGRO,CONJUNTO,LENCERIA,302081085NG,fairuz
0101207850,2081F T85 TURQUESA,CONJUNTO,LENCERIA,302081085TUR,fairuz
0101207860,2081F T85 SALMON,CONJUNTO,LENCERIA,302081085SAL,fairuz
0101207870,2081F T85 ALMENDRA,CONJUNTO,LENCERIA,302081085ALM,fairuz
0101207880,2081F T90 BLANCO,CONJUNTO,LENCERIA,302081090BCO,fairuz
0101207890,2081F T90 NEGRO,CONJUNTO,LENCERIA,302081090NG,fairuz
0101207900,2081F T90 TURQUESA,CONJUNTO,LENCERIA,302081090TUR,fairuz
0101207910,2081F T90 SALMON,CONJUNTO,LENCERIA,302081090SAL,fairuz
0101207920,2081F T90 ALMENDRA,CONJUNTO,LENCERIA,302081090ALM,fairuz
0101207930,2081F T95 BLANCO,CONJUNTO,LENCERIA,302081095BCO,fairuz
0101207940,2081F T95 NEGRO,CONJUNTO,LENCERIA,302081095NG,fairuz
0101207950,2081F T95 TURQUESA,CONJUNTO,LENCERIA,302081095TUR,fairuz
0101207960,2081F T95 SALMON,CONJUNTO,LENCERIA,302081095SAL,fairuz
0101207970,2081F T95 ALMENDRA,CONJUNTO,LENCERIA,302081095ALM,fairuz
0101207980,2081F T100 BLANCO,CONJUNTO,LENCERIA,302081100BCO,fairuz
0101207990,2081F T100 NEGRO,CONJUNTO,LENCERIA,302081100NG,fairuz
0101208000,2081F T100 TURQUESA,CONJUNTO,LENCERIA,302081100TUR,fairuz
0101208010,2081F T100 SALMON,CONJUNTO,LENCERIA,302081100SAL,fairuz
0101208020,2081F T100 ALMENDRA,CONJUNTO,LENCERIA,302081100ALM,fairuz
0101208030,2083F T85 BLANCO,CONJUNTO,LENCERIA,302083085BCO,fairuz
0101208040,2083F T85 NEGRO,CONJUNTO,LENCERIA,302083085NG,fairuz
0101208050,2083F T85 ROSA,CONJUNTO,LENCERIA,302083085ROS,fairuz
0101208060,2083F T85 AZUL FRAN,CONJUNTO,LENCERIA,302083085AZFR,fairuz
0101208070,2083F T90 BLANCO,CONJUNTO,LENCERIA,302083090BCO,fairuz
0101208080,2083F T90 NEGRO,CONJUNTO,LENCERIA,302083090NG,fairuz
0101208090,2083F T90 ROSA,CONJUNTO,LENCERIA,302083090ROS,fairuz
0101208100,2083F T90 AZUL FRAN,CONJUNTO,LENCERIA,302083090AZFR,fairuz
0101208110,2083F T95 BLANCO,CONJUNTO,LENCERIA,302083095BCO,fairuz
0101208120,2083F T95 NEGRO,CONJUNTO,LENCERIA,302083095NG,fairuz
0101208130,2083F T95 ROSA,CONJUNTO,LENCERIA,302083095ROS,fairuz
0101208140,2083F T95 AZUL FRAN,CONJUNTO,LENCERIA,302083095AZFR,fairuz
0101208150,2083F T100 BLANCO,CONJUNTO,LENCERIA,302083100BCO,fairuz
0101208160,2083F T100 NEGRO,CONJUNTO,LENCERIA,302083100NG,fairuz
0101208170,2083F T100 ROSA,CONJUNTO,LENCERIA,302083100ROS,fairuz
0101208180,2083F T100 AZUL FRAN,CONJUNTO,LENCERIA,302083100AZFR,fairuz
0101208190,2085F T85 BLANCO,CONJUNTO,LENCERIA,302085085BCO,fairuz
0101208200,2085F T85 NEGRO,CONJUNTO,LENCERIA,302085085NG,fairuz
0101208210,2085F T85 GRIS,CONJUNTO,LENCERIA,302085085GR,fairuz
0101208220,2085F T90 BLANCO,CONJUNTO,LENCERIA,302085090BCO,fairuz
0101208230,2085F T90 NEGRO,CONJUNTO,LENCERIA,302085090NG,fairuz
0101208240,2085F T90 GRIS,CONJUNTO,LENCERIA,302085090GR,fairuz
0101208250,2085F T95 BLANCO,CONJUNTO,LENCERIA,302085095BCO,fairuz
0101208260,2085F T95 NEGRO,CONJUNTO,LENCERIA,302085095NG,fairuz
0101208270,2085F T95 GRIS,CONJUNTO,LENCERIA,302085095GR,fairuz
0101208280,2085F T100 BLANCO,CONJUNTO,LENCERIA,302085100BCO,fairuz
0101208290,2085F T100 NEGRO,CONJUNTO,LENCERIA,302085100NG,fairuz
0101208300,2085F T100 GRIS,CONJUNTO,LENCERIA,302085100GR,fairuz
0101208310,2092F T85 BLANCO,CONJUNTO,LENCERIA,302092085BCO,fairuz
0101208320,2092F T85 NEGRO,CONJUNTO,LENCERIA,302092085NG,fairuz
0101208330,2092F T85 GRIS,CONJUNTO,LENCERIA,302092085GR,fairuz
0101208340,2092F T85 ROSA,CONJUNTO,LENCERIA,302092085ROS,fairuz
0101208350,2092F T90 BLANCO,CONJUNTO,LENCERIA,302092090BCO,fairuz
0101208360,2092F T90 NEGRO,CONJUNTO,LENCERIA,302092090NG,fairuz
0101208370,2092F T90 GRIS,CONJUNTO,LENCERIA,302092090GR,fairuz
0101208380,2092F T90 ROSA,CONJUNTO,LENCERIA,302092090ROS,fairuz
0101208390,2092F T95 BLANCO,CONJUNTO,LENCERIA,302092095BCO,fairuz
0101208400,2092F T95 NEGRO,CONJUNTO,LENCERIA,302092095NG,fairuz
0101208410,2092F T95 GRIS,CONJUNTO,LENCERIA,302092095GR,fairuz
0101208420,2092F T95 ROSA,CONJUNTO,LENCERIA,302092095ROS,fairuz
0101208430,2092F T100 BLANCO,CONJUNTO,LENCERIA,302092100BCO,fairuz
0101208440,2092F T100 NEGRO,CONJUNTO,LENCERIA,302092100NG,fairuz
0101208450,2092F T100 GRIS,CONJUNTO,LENCERIA,302092100GR,fairuz
0101208460,2092F T100 ROSA,CONJUNTO,LENCERIA,302092100ROS,fairuz
0101208470,3040F T90 BLANCO,CONJUNTO,LENCERIA,303040090BCO,fairuz
0101208480,3040F T90 NEGRO,CONJUNTO,LENCERIA,303040090NG,fairuz
0101208490,3040F T90 ALMENDRA,CONJUNTO,LENCERIA,303040090ALM,fairuz
0101208500,3040F T90 BORDO,CONJUNTO,LENCERIA,303040090BOR,fairuz
0101208510,3040F T95 BLANCO,CONJUNTO,LENCERIA,303040095BCO,fairuz
0101208520,3040F T95 NEGRO,CONJUNTO,LENCERIA,303040095NG,fairuz
0101208530,3040F T95 ALMENDRA,CONJUNTO,LENCERIA,303040095ALM,fairuz
0101208540,3040F T95 BORDO,CONJUNTO,LENCERIA,303040095BOR,fairuz
0101208550,3040F T100 BLANCO,CONJUNTO,LENCERIA,303040100BCO,fairuz
0101208560,3040F T100 NEGRO,CONJUNTO,LENCERIA,303040100NG,fairuz
0101208570,3040F T100 ALMENDRA,CONJUNTO,LENCERIA,303040100ALM,fairuz
0101208580,3040F T100 BORDO,CONJUNTO,LENCERIA,303040100BOR,fairuz
0101208590,3040F T105 BLANCO,CONJUNTO,LENCERIA,303040105BCO,fairuz
0101208600,3040F T105 NEGRO,CONJUNTO,LENCERIA,303040105NG,fairuz
0101208610,3040F T105 ALMENDRA,CONJUNTO,LENCERIA,303040105ALM,fairuz
0101208620,3040F T105 BORDO,CONJUNTO,LENCERIA,303040105BOR,fairuz
0101208630,3040F T110 BLANCO,CONJUNTO,LENCERIA,303040110BCO,fairuz
0101208640,3040F T110 NEGRO,CONJUNTO,LENCERIA,303040110NG,fairuz
0101208650,3040F T110 ALMENDRA,CONJUNTO,LENCERIA,303040110ALM,fairuz
0101208660,3040F T110 BORDO,CONJUNTO,LENCERIA,303040110BOR,fairuz
0101208670,3040F T115 BLANCO,CONJUNTO,LENCERIA,303040115BCO,fairuz
0101208680,3040F T115 NEGRO,CONJUNTO,LENCERIA,303040115NG,fairuz
0101208690,3040F T115 ALMENDRA,CONJUNTO,LENCERIA,303040115ALM,fairuz
0101208700,3040F T115 BORDO,CONJUNTO,LENCERIA,303040115BOR,fairuz
0101208710,3040F T120 BLANCO,CONJUNTO,LENCERIA,303040120BCO,fairuz
0101208720,3040F T120 NEGRO,CONJUNTO,LENCERIA,303040120NG,fairuz
0101208730,3040F T120 ALMENDRA,CONJUNTO,LENCERIA,303040120ALM,fairuz
0101208740,3040F T120 BORDO,CONJUNTO,LENCERIA,303040120BOR,fairuz
0101208750,3131F T85 NEGRO NUDE,CONJUNTO,LENCERIA,303131085NG/NUD,fairuz
0101208760,3131F T85 BLANCO NUDE,CONJUNTO,LENCERIA,303131085BCO/NUD,fairuz
0101208770,3131F T90 NEGRO NUDE,CONJUNTO,LENCERIA,303131090NG/NUD,fairuz
0101208780,3131F T90 BLANCO NUDE,CONJUNTO,LENCERIA,303131090BCO/NUD,fairuz
0101208790,3131F T95 NEGRO NUDE,CONJUNTO,LENCERIA,303131095NG/NUD,fairuz
0101208800,3131F T95 BLANCO NUDE,CONJUNTO,LENCERIA,303131095BCO/NUD,fairuz
0101208810,3131F T100 NEGRO NUDE,CONJUNTO,LENCERIA,303131100NG/NUD,fairuz
0101208820,3131F T100 BLANCO NUDE,CONJUNTO,LENCERIA,303131100BCO/NUD,fairuz
0101208830,3132F T85 BLANCO DORA,CONJUNTO,LENCERIA,303132085BCO/DO,fairuz
0101208840,3132F T85 NEGRO DORA,CONJUNTO,LENCERIA,303132085NG/DO,fairuz
0101208850,3132F T90 BLANCO DORA,CONJUNTO,LENCERIA,303132090BCO/DO,fairuz
0101208860,3132F T90 NEGRO DORA,CONJUNTO,LENCERIA,303132090NG/DO,fairuz
0101208870,3132F T95 BLANCO DORA,CONJUNTO,LENCERIA,303132095BCO/DO,fairuz
0101208880,3132F T95 NEGRO DORA,CONJUNTO,LENCERIA,303132095NG/DO,fairuz
0101208890,3132F T100 BLANCO DORA,CONJUNTO,LENCERIA,303132100BCO/DO,fairuz
0101208900,3132F T100 NEGRO DORA,CONJUNTO,LENCERIA,303132100NG/DO,fairuz
0101208910,3133F T85 BLANCO,CONJUNTO,LENCERIA,303133085BCO,fairuz
0101208920,3133F T85 NEGRO,CONJUNTO,LENCERIA,303133085NG,fairuz
0101208930,3133F T85 ALMENDRA,CONJUNTO,LENCERIA,303133085ALM,fairuz
0101208940,3133F T85 BORDO,CONJUNTO,LENCERIA,303133085BOR,fairuz
0101208950,3133F T90 BLANCO,CONJUNTO,LENCERIA,303133090BCO,fairuz
0101208960,3133F T90 NEGRO,CONJUNTO,LENCERIA,303133090NG,fairuz
0101208970,3133F T90 ALMENDRA,CONJUNTO,LENCERIA,303133090ALM,fairuz
0101208980,3133F T90 BORDO,CONJUNTO,LENCERIA,303133090BOR,fairuz
0101208990,3133F T95 BLANCO,CONJUNTO,LENCERIA,303133095BCO,fairuz
0101209000,3133F T95 NEGRO,CONJUNTO,LENCERIA,303133095NG,fairuz
0101209010,3133F T95 ALMENDRA,CONJUNTO,LENCERIA,303133095ALM,fairuz
0101209020,3133F T95 BORDO,CONJUNTO,LENCERIA,303133095BOR,fairuz
0101209030,3133F T100 BLANCO,CONJUNTO,LENCERIA,303133100BCO,fairuz
0101209040,3133F T100 NEGRO,CONJUNTO,LENCERIA,303133100NG,fairuz
0101209050,3133F T100 ALMENDRA,CONJUNTO,LENCERIA,303133100ALM,fairuz
0101209060,3133F T100 BORDO,CONJUNTO,LENCERIA,303133100BOR,fairuz
0101209070,3133EF T105 BLANCO,CONJUNTO,LENCERIA,303133105BCO,fairuz
0101209080,3133EF T105 NEGRO,CONJUNTO,LENCERIA,303133105NG,fairuz
0101209090,3133EF T105 ALMENDRA,CONJUNTO,LENCERIA,303133105ALM,fairuz
0101209100,3133EF T105 BORDO,CONJUNTO,LENCERIA,303133105BOR,fairuz
0101209110,3133EF T110 BLANCO,CONJUNTO,LENCERIA,303133110BCO,fairuz
0101209120,3133EF T110 NEGRO,CONJUNTO,LENCERIA,303133110NG,fairuz
0101209130,3133EF T110 ALMENDRA,CONJUNTO,LENCERIA,303133110ALM,fairuz
0101209140,3133EF T110 BORDO,CONJUNTO,LENCERIA,303133110BOR,fairuz
0101209150,3134F T85 BORDO NEGRO,CONJUNTO,LENCERIA,303134085BOR/NG,fairuz
0101209160,3134F T85 FRANCIA NEGRO,CONJUNTO,LENCERIA,303134085FRA/NG,fairuz
0101209170,3134F T90 BORDO NEGRO,CONJUNTO,LENCERIA,303134090BOR/NG,fairuz
0101209180,3134F T90 FRANCIA NEGRO,CONJUNTO,LENCERIA,303134090FRA/NG,fairuz
0101209190,3134F T95 BORDO NEGRO,CONJUNTO,LENCERIA,303134095BOR/NG,fairuz
0101209200,3134F T95 FRANCIA NEGRO,CONJUNTO,LENCERIA,303134095FRA/NG,fairuz
0101209210,3134F T100 BORDO NEGRO,CONJUNTO,LENCERIA,303134100BOR/NG,fairuz
0101209220,3134F T100 FRANCIA NEGRO,CONJUNTO,LENCERIA,303134100FRA/NG,fairuz
0101209230,3135F T85 BLANCO,CONJUNTO,LENCERIA,303135085BCO,fairuz
0101209240,3135F T85 NEGRO,CONJUNTO,LENCERIA,303135085NG,fairuz
0101209250,3135F T85 FUCSIA,CONJUNTO,LENCERIA,303135085FUC,fairuz
0101209260,3135F T85 ETROLEO,CONJUNTO,LENCERIA,303135085PETR,fairuz
0101209270,3135F T90 BLANCO,CONJUNTO,LENCERIA,303135090BCO,fairuz
0101209280,3135F T90 NEGRO,CONJUNTO,LENCERIA,303135090NG,fairuz
0101209290,3135F T90 FUCSIA,CONJUNTO,LENCERIA,303135090FUC,fairuz
0101209300,3135F T90 ETROLEO,CONJUNTO,LENCERIA,303135090PETR,fairuz
0101209310,3135F T95 BLANCO,CONJUNTO,LENCERIA,303135095BCO,fairuz
0101209320,3135F T95 NEGRO,CONJUNTO,LENCERIA,303135095NG,fairuz
0101209330,3135F T95 FUCSIA,CONJUNTO,LENCERIA,303135095FUC,fairuz
0101209340,3135F T95 ETROLEO,CONJUNTO,LENCERIA,303135095PETR,fairuz
0101209350,3135F T100 BLANCO,CONJUNTO,LENCERIA,303135100BCO,fairuz
0101209360,3135F T100 NEGRO,CONJUNTO,LENCERIA,303135100NG,fairuz
0101209370,3135F T100 FUCSIA,CONJUNTO,LENCERIA,303135100FUC,fairuz
0101209380,3135F T100 ETROLEO,CONJUNTO,LENCERIA,303135100PETR,fairuz
0101209390,3160F T85 BLANCO,CONJUNTO,LENCERIA,303160085BCO,fairuz
0101209400,3160F T85 GRIS,CONJUNTO,LENCERIA,303160085GR,fairuz
0101209410,3160F T85 ROSA,CONJUNTO,LENCERIA,303160085ROS,fairuz
0101209420,3160F T90 BLANCO,CONJUNTO,LENCERIA,303160090BCO,fairuz
0101209430,3160F T90 GRIS,CONJUNTO,LENCERIA,303160090GR,fairuz
0101209440,3160F T90 ROSA,CONJUNTO,LENCERIA,303160090ROS,fairuz
0101209450,3160F T95 BLANCO,CONJUNTO,LENCERIA,303160095BCO,fairuz
0101209460,3160F T95 GRIS,CONJUNTO,LENCERIA,303160095GR,fairuz
0101209470,3160F T95 ROSA,CONJUNTO,LENCERIA,303160095ROS,fairuz
0101209480,3160F T100 BLANCO,CONJUNTO,LENCERIA,303160100BCO,fairuz
0101209490,3160F T100 GRIS,CONJUNTO,LENCERIA,303160100GR,fairuz
0101209500,3160F T100 ROSA,CONJUNTO,LENCERIA,303160100ROS,fairuz
0101209510,3161F T85 GRIS BLANCO,CONJUNTO,LENCERIA,303161085GR/BCO,fairuz
0101209520,3161F T85 ROSA BLANCO,CONJUNTO,LENCERIA,303161085ROS/BCO,fairuz
0101209530,3161F T90 GRIS BLANCO,CONJUNTO,LENCERIA,303161090GR/BCO,fairuz
0101209540,3161F T90 ROSA BLANCO,CONJUNTO,LENCERIA,303161090ROS/BCO,fairuz
0101209550,3161F T95 GRIS BLANCO,CONJUNTO,LENCERIA,303161095GR/BCO,fairuz
0101209560,3161F T95 ROSA BLANCO,CONJUNTO,LENCERIA,303161095ROS/BCO,fairuz
0101209570,3161F T100 GRIS BLANCO,CONJUNTO,LENCERIA,303161100GR/BCO,fairuz
0101209580,3161F T100 ROSA BLANCO,CONJUNTO,LENCERIA,303161100ROS/BCO,fairuz
0101209590,3162F T85 BLANCO,CONJUNTO,LENCERIA,303162085BCO,fairuz
0101209600,3162F T85 NEGRO,CONJUNTO,LENCERIA,303162085NG,fairuz
0101209610,3162F T85 ALMENDRA,CONJUNTO,LENCERIA,303162085ALM,fairuz
0101209620,3162F T90 BLANCO,CONJUNTO,LENCERIA,303162090BCO,fairuz
0101209630,3162F T90 NEGRO,CONJUNTO,LENCERIA,303162090NG,fairuz
0101209640,3162F T90 ALMENDRA,CONJUNTO,LENCERIA,303162090ALM,fairuz
0101209650,3162F T95 BLANCO,CONJUNTO,LENCERIA,303162095BCO,fairuz
0101209660,3162F T95 NEGRO,CONJUNTO,LENCERIA,303162095NG,fairuz
0101209670,3162F T95 ALMENDRA,CONJUNTO,LENCERIA,303162095ALM,fairuz
0101209680,3162F T100 BLANCO,CONJUNTO,LENCERIA,303162100BCO,fairuz
0101209690,3162F T100 NEGRO,CONJUNTO,LENCERIA,303162100NG,fairuz
0101209700,3162F T100 ALMENDRA,CONJUNTO,LENCERIA,303162100ALM,fairuz
0101209710,110F T4 BLANCO NEGRO,CONJUNTO,LENCERIA,30110004BCO/NG,fairuz
0101209720,110F T4 ROSA NEGRO,CONJUNTO,LENCERIA,30110004ROS/NG,fairuz
0101209730,110F T4 GRIS NEGRO,CONJUNTO,LENCERIA,30110004GR/NG,fairuz
0101209740,110F T6 BLANCO NEGRO,CONJUNTO,LENCERIA,30110006BCO/NG,fairuz
0101209750,110F T6 ROSA NEGRO,CONJUNTO,LENCERIA,30110006ROS/NG,fairuz
0101209760,110F T6 GRIS NEGRO,CONJUNTO,LENCERIA,30110006GR/NG,fairuz
0101209770,110F T8 BLANCO NEGRO,CONJUNTO,LENCERIA,30110008BCO/NG,fairuz
0101209780,110F T8 ROSA NEGRO,CONJUNTO,LENCERIA,30110008ROS/NG,fairuz
0101209790,110F T8 GRIS NEGRO,CONJUNTO,LENCERIA,30110008GR/NG,fairuz
0101209800,110F T10 BLANCO NEGRO,CONJUNTO,LENCERIA,30110010BCO/NG,fairuz
0101209810,110F T10 ROSA NEGRO,CONJUNTO,LENCERIA,30110010ROS/NG,fairuz
0101209820,110F T10 GRIS NEGRO,CONJUNTO,LENCERIA,30110010GR/NG,fairuz
0101209830,110F T12 BLANCO NEGRO,CONJUNTO,LENCERIA,30110012BCO/NG,fairuz
0101209840,110F T12 ROSA NEGRO,CONJUNTO,LENCERIA,30110012ROS/NG,fairuz
0101209850,110F T12 GRIS NEGRO,CONJUNTO,LENCERIA,30110012GR/NG,fairuz
0101209860,115F T06 BLANCO ROJO,CONJUNTO,LENCERIA,30115006BCO/ROJ,fairuz
0101209870,115F T06 GRIS BLANCO,CONJUNTO,LENCERIA,30115006GR/BCO,fairuz
0101209880,115F T08 BLANCO ROJO,CONJUNTO,LENCERIA,30115008BCO/ROJ,fairuz
0101209890,115F T08 GRIS BLANCO,CONJUNTO,LENCERIA,30115008GR/BCO,fairuz
0101209900,115F T10 BLANCO ROJO,CONJUNTO,LENCERIA,30115010BCO/ROJ,fairuz
0101209910,115F T10 GRIS BLANCO,CONJUNTO,LENCERIA,30115010GR/BCO,fairuz
0101209920,115F T12 BLANCO ROJO,CONJUNTO,LENCERIA,30115012BCO/ROJ,fairuz
0101209930,115F T12 GRIS BLANCO,CONJUNTO,LENCERIA,30115012GR/BCO,fairuz
0101209940,115F T14 BLANCO ROJO,CONJUNTO,LENCERIA,30115014BCO/ROJ,fairuz
0101209950,115F T14 GRIS BLANCO,CONJUNTO,LENCERIA,30115014GR/BCO,fairuz
0101209960,130F T08 BLANCO,CONJUNTO,LENCERIA,30130008BCO,fairuz
0101209970,130F T08 ROSA,CONJUNTO,LENCERIA,30130008ROS,fairuz
0101209980,130F T08 ALMENDRA,CONJUNTO,LENCERIA,30130008ALM,fairuz
0101209990,130F T10 BLANCO,CONJUNTO,LENCERIA,30130010BCO,fairuz
0101210000,130F T10 ROSA,CONJUNTO,LENCERIA,30130010ROS,fairuz
0101210010,130F T10 ALMENDRA,CONJUNTO,LENCERIA,30130010ALM,fairuz
0101210020,130F T12 BLANCO,CONJUNTO,LENCERIA,30130012BCO,fairuz
0101210030,130F T12 ROSA,CONJUNTO,LENCERIA,30130012ROS,fairuz
0101210040,130F T12 ALMENDRA,CONJUNTO,LENCERIA,30130012ALM,fairuz
0101210050,130F T14 BLANCO,CONJUNTO,LENCERIA,30130014BCO,fairuz
