Cod_articulo,Descripcion,Desc_Adicional,Familia,Cod_barra
0101018400,570BR T85 MELANGE,CONJUNTO,LENCERIA,057085013
0101018410,570BR T90 MELANGE,CONJUNTO,LENCERIA,057090013
0101018420,570BR T95 MELANGE,CONJUNTO,LENCERIA,057095013
0101018430,442BR T85 BLANCO,CONJUNTO,LENCERIA,0442085001
0101018440,442BR T85 NEGRO,CONJUNTO,LENCERIA,0442085002
0101018450,442BR T85 ROJO,CONJUNTO,LENCERIA,0442085004
0101018460,442BR T85 FRANCIA,CONJUNTO,LENCERIA,0442085051
0101018470,442BR T85 PINK,CONJUNTO,LENCERIA,0442085055
0101018480,442BR T90 BLANCO,CONJUNTO,LENCERIA,0442090001
0101018490,442BR T90 NEGRO,CONJUNTO,LENCERIA,0442090002
0101018500,442BR T90 ROJO,CONJUNTO,LENCERIA,0442090004
0101018510,442BR T90 FRANCIA,CONJUNTO,LENCERIA,0442090051
0101018520,442BR T90 PINK,CONJUNTO,LENCERIA,0442090055
0101018530,442BR T95 BLANCO,CONJUNTO,LENCERIA,0442095001
0101018540,442BR T95 NEGRO,CONJUNTO,LENCERIA,0442095002
0101018550,442BR T95 ROJO,CONJUNTO,LENCERIA,0442095004
0101018560,442BR T95 FRANCIA,CONJUNTO,LENCERIA,0442095051
0101018570,442BR T95 PINK,CONJUNTO,LENCERIA,0442095055
0101018580,442BR T100 BLANCO,CONJUNTO,LENCERIA,0442100001
0101018590,442BR T100 NEGRO,CONJUNTO,LENCERIA,0442100002
0101018600,442BR T100 ROJO,CONJUNTO,LENCERIA,0442100004
0101018610,442BR T100 FRANCIA,CONJUNTO,LENCERIA,0442100051
0101018620,442BR T100 PINK,CONJUNTO,LENCERIA,0442100055
0101018630,443BR T85 BLANCO,CONJUNTO,LENCERIA,0443085001
0101018640,443BR T85 NEGRO,CONJUNTO,LENCERIA,0443085002
0101018650,443BR T85 CORAL,CONJUNTO,LENCERIA,0443085005
0101018660,443BR T85 CIELO,CONJUNTO,LENCERIA,0443085098
0101018670,443BR T85 CIELO,CONJUNTO,LENCERIA,0443085099
0101018680,443BR T90 BLANCO,CONJUNTO,LENCERIA,0443090001
0101018690,443BR T90 NEGRO,CONJUNTO,LENCERIA,0443090002
0101018700,443BR T90 CORAL,CONJUNTO,LENCERIA,0443090005
0101018710,443BR T90 CIELO,CONJUNTO,LENCERIA,0443090098
0101018720,443BR T90 CIELO,CONJUNTO,LENCERIA,0443090099
0101018730,443BR T95 BLANCO,CONJUNTO,LENCERIA,0443095001
0101018740,443BR T95 NEGRO,CONJUNTO,LENCERIA,0443095002
0101018750,443BR T95 CORAL,CONJUNTO,LENCERIA,0443095005
0101018760,443BR T95 CIELO,CONJUNTO,LENCERIA,0443095098
0101018770,443BR T95 CIELO,CONJUNTO,LENCERIA,0443095099
0101018780,443BR T100 BLANCO,CONJUNTO,LENCERIA,0443100001
0101018790,443BR T100 NEGRO,CONJUNTO,LENCERIA,0443100002
0101018800,443BR T100 CORAL,CONJUNTO,LENCERIA,0443100005
0101018810,443BR T100 CIELO,CONJUNTO,LENCERIA,0443100098
0101018820,443BR T100 CIELO,CONJUNTO,LENCERIA,0443100099
0101018830,450BR T85 BLANCO,CONJUNTO,LENCERIA,0450085001
0101018840,450BR T85 PERU,CONJUNTO,LENCERIA,0450085057
0101018850,450BR T85 SALMON,CONJUNTO,LENCERIA,0450085079
0101018860,450BR T90 BLANCO,CONJUNTO,LENCERIA,0450090001
0101018870,450BR T90 PERU,CONJUNTO,LENCERIA,0450090057
0101018880,450BR T90 SALMON,CONJUNTO,LENCERIA,0450090079
0101018890,450BR T95 BLANCO,CONJUNTO,LENCERIA,0450095001
0101018900,450BR T95 PERU,CONJUNTO,LENCERIA,0450095057
0101018910,450BR T95 SALMON,CONJUNTO,LENCERIA,0450095079
0101018920,450BR T100 BLANCO,CONJUNTO,LENCERIA,0450100001
0101018930,450BR T100 PERU,CONJUNTO,LENCERIA,0450100057
0101018940,450BR T100 SALMON,CONJUNTO,LENCERIA,0450100079
0101018950,570BR T85 BLANCO,CONJUNTO,LENCERIA,0570085001
0101018960,570BR T85 NEGRO,CONJUNTO,LENCERIA,0570085002
0101018970,570BR T85 FUCSIA,CONJUNTO,LENCERIA,0570085006
0101018980,570BR T85 MELANGE,CONJUNTO,LENCERIA,0570085013
0101018990,570BR T85 FRANCIA,CONJUNTO,LENCERIA,0570085051
0101019000,570BR T85 CANARIO,CONJUNTO,LENCERIA,0570085078
0101019010,570BR T90 BLANCO,CONJUNTO,LENCERIA,0570090001
0101019020,570BR T90 NEGRO,CONJUNTO,LENCERIA,0570090002
0101019030,570BR T90 FUCSIA,CONJUNTO,LENCERIA,0570090006
0101019040,570BR T90 MELANGE,CONJUNTO,LENCERIA,0570090013
0101019050,570BR T90 FRANCIA,CONJUNTO,LENCERIA,0570090051
0101019060,570BR T90 CANARIO,CONJUNTO,LENCERIA,0570090078
0101019070,570BR T95 BLANCO,CONJUNTO,LENCERIA,0570095001
0101019080,570BR T95 NEGRO,CONJUNTO,LENCERIA,0570095002
0101019090,570BR T95 FUCSIA,CONJUNTO,LENCERIA,0570095006
0101019100,570BR T95 MELANGE,CONJUNTO,LENCERIA,0570095013
0101019110,570BR T95 FRANCIA,CONJUNTO,LENCERIA,0570095051
0101019120,570BR T95 CANARIO,CONJUNTO,LENCERIA,0570095078
0101019130,570BR T100 BLANCO,CONJUNTO,LENCERIA,0570100001
0101019140,570BR T100 NEGRO,CONJUNTO,LENCERIA,0570100002
0101019150,570BR T100 FUCSIA,CONJUNTO,LENCERIA,0570100006
0101019160,570BR T100 MELANGE,CONJUNTO,LENCERIA,0570100013
0101019170,570BR T100 FRANCIA,CONJUNTO,LENCERIA,0570100051
0101019180,570BR T100 CANARIO,CONJUNTO,LENCERIA,0570100078
0101019190,570BR T105 BLANCO,CONJUNTO,LENCERIA,0570105001
0101019200,570BR T105 NEGRO,CONJUNTO,LENCERIA,0570105002
0101019210,570BR T105 FUCSIA,CONJUNTO,LENCERIA,0570105006
0101019220,570BR T105 MELANGE,CONJUNTO,LENCERIA,0570105013
0101019230,570BR T105 FRANCIA,CONJUNTO,LENCERIA,0570105051
0101019240,570BR T105 CANARIO,CONJUNTO,LENCERIA,0570105078
0101019250,575BR T85 FUCSIA,CONJUNTO,LENCERIA,0575085006
0101019260,575BR T85 MELANGE,CONJUNTO,LENCERIA,0575085013
0101019270,575BR T85 ESMERALDA,CONJUNTO,LENCERIA,0575085014
0101019280,575BR T85 MARINO,CONJUNTO,LENCERIA,0575085016
0101019290,575BR T85 TOPO,CONJUNTO,LENCERIA,0575085064
0101019300,575BR T90 FUCSIA,CONJUNTO,LENCERIA,0575090006
0101019310,575BR T90 MELANGE,CONJUNTO,LENCERIA,0575090013
0101019320,575BR T90 ESMERALDA,CONJUNTO,LENCERIA,0575090014
0101019330,575BR T90 MARINO,CONJUNTO,LENCERIA,0575090016
0101019340,575BR T90 TOPO,CONJUNTO,LENCERIA,0575090064
0101019350,575BR T95 FUCSIA,CONJUNTO,LENCERIA,0575095006
0101019360,575BR T95 MELANGE,CONJUNTO,LENCERIA,0575095013
0101019370,575BR T95 ESMERALDA,CONJUNTO,LENCERIA,0575095014
0101019380,575BR T95 MARINO,CONJUNTO,LENCERIA,0575095016
0101019390,575BR T95 TOPO,CONJUNTO,LENCERIA,0575095064
0101019400,575BR T100 FUCSIA,CONJUNTO,LENCERIA,0575100006
0101019410,575BR T100 MELANGE,CONJUNTO,LENCERIA,0575100013
0101019420,575BR T100 ESMERALDA,CONJUNTO,LENCERIA,0575100014
0101019430,575BR T100 MARINO,CONJUNTO,LENCERIA,0575100016
0101019440,575BR T100 TOPO,CONJUNTO,LENCERIA,0575100064
0101019450,575BR T105 FUCSIA,CONJUNTO,LENCERIA,0575105006
0101019460,575BR T105 MELANGE,CONJUNTO,LENCERIA,0575105013
0101019470,575BR T105 ESMERALDA,CONJUNTO,LENCERIA,0575105014
0101019480,575BR T105 MARINO,CONJUNTO,LENCERIA,0575105016
0101019490,575BR T105 TOPO,CONJUNTO,LENCERIA,0575105064
0101019500,578BR T85 BLANCO,CONJUNTO,LENCERIA,0578085001
0101019510,578BR T85 NEGRO,CONJUNTO,LENCERIA,0578085002
0101019520,578BR T85 MELANGE,CONJUNTO,LENCERIA,0578085013
0101019530,578BR T85 MARINO,CONJUNTO,LENCERIA,0578085016
0101019540,578BR T85 FLAMINGO,CONJUNTO,LENCERIA,0578085069
0101019550,578BR T90 BLANCO,CONJUNTO,LENCERIA,0578090001
0101019560,578BR T90 NEGRO,CONJUNTO,LENCERIA,0578090002
0101019570,578BR T90 MELANGE,CONJUNTO,LENCERIA,0578090013
0101019580,578BR T90 MARINO,CONJUNTO,LENCERIA,0578090016
0101019590,578BR T90 FLAMINGO,CONJUNTO,LENCERIA,0578090069
0101019600,578BR T95 BLANCO,CONJUNTO,LENCERIA,0578095001
0101019610,578BR T95 NEGRO,CONJUNTO,LENCERIA,0578095002
0101019620,578BR T95 MELANGE,CONJUNTO,LENCERIA,0578095013
0101019630,578BR T95 MARINO,CONJUNTO,LENCERIA,0578095016
0101019640,578BR T95 FLAMINGO,CONJUNTO,LENCERIA,0578095069
0101019650,578BR T100 BLANCO,CONJUNTO,LENCERIA,0578100001
0101019660,578BR T100 NEGRO,CONJUNTO,LENCERIA,0578100002
0101019670,578BR T100 MELANGE,CONJUNTO,LENCERIA,0578100013
0101019680,578BR T100 MARINO,CONJUNTO,LENCERIA,0578100016
0101019690,578BR T100 FLAMINGO,CONJUNTO,LENCERIA,0578100069
0101019700,578BR T105 BLANCO,CONJUNTO,LENCERIA,0578105001
0101019710,578BR T105 NEGRO,CONJUNTO,LENCERIA,0578105002
0101019720,578BR T105 MELANGE,CONJUNTO,LENCERIA,0578105013
0101019730,578BR T105 MARINO,CONJUNTO,LENCERIA,0578105016
0101019740,578BR T105 FLAMINGO,CONJUNTO,LENCERIA,0578105069
0101019750,575BR T85 MARINO,CONJUNTO,LENCERIA,0757085016
0101019760,575BR T90 MARINO,CONJUNTO,LENCERIA,0757090016
0101019770,1000BR T85 BLANCO,`CONJUNTO,LENCERIA,1000085001
0101019780,1000BR T85 NEGRO,`CONJUNTO,LENCERIA,1000085002
0101019790,1000BR T85 ROJO,`CONJUNTO,LENCERIA,1000085004
0101019800,1000BR T85 FUCSIA,`CONJUNTO,LENCERIA,1000085006
0101019810,1000BR T85 MARINO,`CONJUNTO,LENCERIA,1000085016
0101019820,1000BR T85 FRANCIA,`CONJUNTO,LENCERIA,1000085051
0101019830,1000BR T85 LIMA,`CONJUNTO,LENCERIA,1000085068
0101019840,1000BR T90 BLANCO,`CONJUNTO,LENCERIA,1000090001
0101019850,1000BR T90 NEGRO,`CONJUNTO,LENCERIA,1000090002
0101019860,1000BR T90 ROJO,`CONJUNTO,LENCERIA,1000090004
0101019870,1000BR T90 FUCSIA,`CONJUNTO,LENCERIA,1000090006
0101019880,1000BR T90 MARINO,`CONJUNTO,LENCERIA,1000090016
0101019890,1000BR T90 FRANCIA,`CONJUNTO,LENCERIA,1000090051
0101019900,1000BR T90 LIMA,`CONJUNTO,LENCERIA,1000090068
0101019910,1000BR T95 BLANCO,`CONJUNTO,LENCERIA,1000095001
0101019920,1000BR T95 NEGRO,`CONJUNTO,LENCERIA,1000095002
0101019930,1000BR T95 ROJO,`CONJUNTO,LENCERIA,1000095004
0101019940,1000BR T95 FUCSIA,`CONJUNTO,LENCERIA,1000095006
0101019950,1000BR T95 MARINO,`CONJUNTO,LENCERIA,1000095016
0101019960,1000BR T95 FRANCIA,`CONJUNTO,LENCERIA,1000095051
0101019970,1000BR T95 LIMA,`CONJUNTO,LENCERIA,1000095068
0101019980,1000BR T100 BLANCO,`CONJUNTO,LENCERIA,1000100001
0101019990,1000BR T100 NEGRO,`CONJUNTO,LENCERIA,1000100002
0101020000,1000BR T100 ROJO,`CONJUNTO,LENCERIA,1000100004
0101020010,1000BR T100 FUCSIA,`CONJUNTO,LENCERIA,1000100006
0101020020,1000BR T100 MARINO,`CONJUNTO,LENCERIA,1000100016
0101020030,1000BR T100 FRANCIA,`CONJUNTO,LENCERIA,1000100051
0101020040,1000BR T100 LIMA,`CONJUNTO,LENCERIA,1000100068
0101020050,1000BR T105 BLANCO,`CONJUNTO,LENCERIA,1000105001
0101020060,1000BR T105 NEGRO,`CONJUNTO,LENCERIA,1000105002
0101020070,1000BR T105 ROJO,`CONJUNTO,LENCERIA,1000105004
0101020080,1000BR T105 FUCSIA,`CONJUNTO,LENCERIA,1000105006
0101020090,1000BR T105 MARINO,`CONJUNTO,LENCERIA,1000105016
0101020100,1000BR T105 FRANCIA,`CONJUNTO,LENCERIA,1000105051
0101020110,1000BR T105 LIMA,`CONJUNTO,LENCERIA,1000105068
0101020120,1002BR T85 FUCSIA,`CONJUNTO,LENCERIA,1002085006
0101020130,1002BR T85 GRIS,`CONJUNTO,LENCERIA,1002085008
0101020140,1002BR T90 FUCSIA,`CONJUNTO,LENCERIA,1002090006
0101020150,1002BR T90 GRIS,`CONJUNTO,LENCERIA,1002090008
0101020160,1002BR T95 FUCSIA,`CONJUNTO,LENCERIA,1002095006
0101020170,1002BR T95 GRIS,`CONJUNTO,LENCERIA,1002095008
0101020180,1002BR T100 FUCSIA,`CONJUNTO,LENCERIA,1002100006
0101020190,1002BR T100 GRIS,`CONJUNTO,LENCERIA,1002100008
0101020200,1016BR T85 BLANCO,`CONJUNTO,LENCERIA,1016085001
0101020210,1016BR T85 NEGRO,`CONJUNTO,LENCERIA,1016085002
0101020220,1016BR T90 BLANCO,`CONJUNTO,LENCERIA,1016090001
0101020230,1016BR T90 NEGRO,`CONJUNTO,LENCERIA,1016090002
0101020240,1016BR T95 BLANCO,`CONJUNTO,LENCERIA,1016095001
0101020250,1016BR T95 NEGRO,`CONJUNTO,LENCERIA,1016095002
0101020260,1016BR T100 BLANCO,`CONJUNTO,LENCERIA,1016100001
0101020270,1016BR T100 NEGRO,`CONJUNTO,LENCERIA,1016100002
0101020280,1019BR T85 NGRO/FUCSIA,`CONJUNTO,LENCERIA,1019085029
0101020290,1019BR T85 NGRO/AZUL,`CONJUNTO,LENCERIA,1019085037
0101020300,1019BR T85 FRANCIA,`CONJUNTO,LENCERIA,1019085051
0101020310,1019BR T85 NGRO/AZUL,`CONJUNTO,LENCERIA,1019085077
0101020320,1019BR T90 NGRO/FUCSIA,`CONJUNTO,LENCERIA,1019090029
0101020330,1019BR T90 NGRO/AZUL,`CONJUNTO,LENCERIA,1019090037
0101020340,1019BR T90 FRANCIA,`CONJUNTO,LENCERIA,1019090051
0101020350,1019BR T90 NGRO/AZUL,`CONJUNTO,LENCERIA,1019090077
0101020360,1019BR T95 NGRO/FUCSIA,`CONJUNTO,LENCERIA,1019095029
0101020370,1019BR T95 NGRO/AZUL,`CONJUNTO,LENCERIA,1019095037
0101020380,1019BR T95 FRANCIA,`CONJUNTO,LENCERIA,1019095051
0101020390,1019BR T95 NGRO/AZUL,`CONJUNTO,LENCERIA,1019095077
0101020400,1019BR T100 NGRO/FUCSIA,`CONJUNTO,LENCERIA,1019100029
0101020410,1019BR T100 NGRO/AZUL,`CONJUNTO,LENCERIA,1019100037
0101020420,1019BR T100 FRANCIA,`CONJUNTO,LENCERIA,1019100051
0101020430,1019BR T100 NGRO/AZUL,`CONJUNTO,LENCERIA,1019100077
0101020440,1035BR T85 NEGRO,`CONJUNTO,LENCERIA,1035085002
0101020450,1035BR T85 ACQUA,`CONJUNTO,LENCERIA,1035085050
0101020460,1035BR T90 NEGRO,`CONJUNTO,LENCERIA,1035090002
0101020470,1035BR T90 ACQUA,`CONJUNTO,LENCERIA,1035090050
0101020480,1035BR T95 NEGRO,`CONJUNTO,LENCERIA,1035095002
0101020490,1035BR T95 ACQUA,`CONJUNTO,LENCERIA,1035095050
0101020500,1035BR T100 NEGRO,`CONJUNTO,LENCERIA,1035100002
0101020510,1035BR T100 ACQUA,`CONJUNTO,LENCERIA,1035100050
0101020520,1035BR T105 NEGRO,`CONJUNTO,LENCERIA,1035105002
0101020530,1035BR T105 ACQUA,`CONJUNTO,LENCERIA,1035105050
0101020540,1036BR T85 BLANCO,`CONJUNTO,LENCERIA,1036085001
0101020550,1036BR T85 FUCSIA,`CONJUNTO,LENCERIA,1036085006
0101020560,1036BR T90 BLANCO,`CONJUNTO,LENCERIA,1036090001
0101020570,1036BR T90 FUCSIA,`CONJUNTO,LENCERIA,1036090006
0101020580,1036BR T95 BLANCO,`CONJUNTO,LENCERIA,1036095001
0101020590,1036BR T95 FUCSIA,`CONJUNTO,LENCERIA,1036095006
0101020600,1036BR T100 BLANCO,`CONJUNTO,LENCERIA,1036100001
0101020610,1036BR T100 FUCSIA,`CONJUNTO,LENCERIA,1036100006
0101020620,1038BR T85 BLANCO,`CONJUNTO,LENCERIA,1038085001
0101020630,1038BR T85 NEGRO,`CONJUNTO,LENCERIA,1038085002
0101020640,1038BR T90 BLANCO,`CONJUNTO,LENCERIA,1038090001
0101020650,1038BR T90 NEGRO,`CONJUNTO,LENCERIA,1038090002
0101020660,1038BR T95 BLANCO,`CONJUNTO,LENCERIA,1038095001
0101020670,1038BR T95 NEGRO,`CONJUNTO,LENCERIA,1038095002
0101020680,1038BR T100 NEGRO,`CONJUNTO,LENCERIA,1038100002
0101020690,1038BR T105 BLANCO,`CONJUNTO,LENCERIA,1038105001
0101020700,1038BR T105 NEGRO,`CONJUNTO,LENCERIA,1038105002
0101020710,1042BR T85 PRINT,`CONJUNTO,LENCERIA,1042085065
0101020720,1042BR T90 PRINT,`CONJUNTO,LENCERIA,1042090065
0101020730,1042BR T95 PRINT,`CONJUNTO,LENCERIA,1042095065
0101020740,1042BR T100 PRINT,`CONJUNTO,LENCERIA,1042100065
0101020750,1043BR T85 PRINT,`CONJUNTO,LENCERIA,1043085065
0101020760,1043BR T90 PRINT,`CONJUNTO,LENCERIA,1043090065
0101020770,1043BR T95 PRINT,`CONJUNTO,LENCERIA,1043095065
0101020780,1043BR T100 PRINT,`CONJUNTO,LENCERIA,1043100065
0101020790,1047BR T85 HABANO,`CONJUNTO,LENCERIA,1047085044
0101020800,1047BR T85 HABANO,`CONJUNTO,LENCERIA,1047085058
0101020810,1047BR T90 HABANO,`CONJUNTO,LENCERIA,1047090044
0101020820,1047BR T90 HABANO,`CONJUNTO,LENCERIA,1047090058
0101020830,1047BR T95 HABANO,`CONJUNTO,LENCERIA,1047095044
0101020840,1047BR T95 HABANO,`CONJUNTO,LENCERIA,1047095058
0101020850,1047BR T100 HABANO,`CONJUNTO,LENCERIA,1047100044
0101020860,1047BR T100 HABANO,`CONJUNTO,LENCERIA,1047100058
0101020870,1047BR T105 HABANO,`CONJUNTO,LENCERIA,1047105044
0101020880,1047BR T105 HABANO,`CONJUNTO,LENCERIA,1047105058
0101020890,1048BR T85 LEOPARDO,`CONJUNTO,LENCERIA,1048085059
0101020900,1048BR T85 REPTIL,`CONJUNTO,LENCERIA,1048085060
0101020910,1048BR T90 LEOPARDO,`CONJUNTO,LENCERIA,1048090059
0101020920,1048BR T90 REPTIL,`CONJUNTO,LENCERIA,1048090060
0101020930,1048BR T95 LEOPARDO,`CONJUNTO,LENCERIA,1048095059
0101020940,1048BR T95 REPTIL,`CONJUNTO,LENCERIA,1048095060
0101020950,1048BR T100 LEOPARDO,`CONJUNTO,LENCERIA,1048100059
0101020960,1048BR T100 REPTIL,`CONJUNTO,LENCERIA,1048100060
0101020970,1049BR T85 BLANCO,`CONJUNTO,LENCERIA,1049085001
0101020980,1049BR T85 NEGRO,`CONJUNTO,LENCERIA,1049085002
0101020990,1049BR T85 MELANGE,`CONJUNTO,LENCERIA,1049085013
0101021000,1049BR T90 BLANCO,`CONJUNTO,LENCERIA,1049090001
0101021010,1049BR T90 NEGRO,`CONJUNTO,LENCERIA,1049090002
0101021020,1049BR T90 MELANGE,`CONJUNTO,LENCERIA,1049090013
0101021030,1049BR T95 BLANCO,`CONJUNTO,LENCERIA,1049095001
0101021040,1049BR T95 NEGRO,`CONJUNTO,LENCERIA,1049095002
0101021050,1049BR T95 MELANGE,`CONJUNTO,LENCERIA,1049095013
0101021060,1049BR T100 BLANCO,`CONJUNTO,LENCERIA,1049100001
0101021070,1049BR T100 NEGRO,`CONJUNTO,LENCERIA,1049100002
0101021080,1049BR T100 MELANGE,`CONJUNTO,LENCERIA,1049100013
0101021090,1049BR T90 MELANGE,`CONJUNTO,LENCERIA,1049109013
0101021100,1052BR T95 AZUL,`CONJUNTO,LENCERIA,1052095015
0101021110,1052BR T95 VINO,`CONJUNTO,LENCERIA,1052095021
0101021120,1052BR T100 AZUL,`CONJUNTO,LENCERIA,1052100015
0101021130,1052BR T100 VINO,`CONJUNTO,LENCERIA,1052100021
0101021140,1052BR T105 PIEL,`CONJUNTO,LENCERIA,1052105012
0101021150,1052BR T105 AZUL,`CONJUNTO,LENCERIA,1052105015
0101021160,1052BR T110 AZUL,`CONJUNTO,LENCERIA,1052110015
0101021170,1052BR T110 VINO,`CONJUNTO,LENCERIA,1052110021
0101021180,1053BR T85 BLANCO,`CONJUNTO,LENCERIA,1053085001
0101021190,1053BR T85 NEGRO,`CONJUNTO,LENCERIA,1053085002
0101021200,1053BR T85 ACQUA,`CONJUNTO,LENCERIA,1053085050
0101021210,1053BR T85 BORDO,`CONJUNTO,LENCERIA,1053085085
0101021220,1053BR T90 BLANCO,`CONJUNTO,LENCERIA,1053090001
0101021230,1053BR T90 NEGRO,`CONJUNTO,LENCERIA,1053090002
0101021240,1053BR T90 ACQUA,`CONJUNTO,LENCERIA,1053090050
0101021250,1053BR T90 BORDO,`CONJUNTO,LENCERIA,1053090085
0101021260,1053BR T95 BLANCO,`CONJUNTO,LENCERIA,1053095001
0101021270,1053BR T95 NEGRO,`CONJUNTO,LENCERIA,1053095002
0101021280,1053BR T95 ACQUA,`CONJUNTO,LENCERIA,1053095050
0101021290,1053BR T95 BORDO,`CONJUNTO,LENCERIA,1053095085
0101021300,1053BR T100 BLANCO,`CONJUNTO,LENCERIA,1053100001
0101021310,1053BR T100 NEGRO,`CONJUNTO,LENCERIA,1053100002
0101021320,1053BR T100 ACQUA,`CONJUNTO,LENCERIA,1053100050
0101021330,1053BR T100 BORDO,`CONJUNTO,LENCERIA,1053100085
0101021340,1054BR T85 BLUE,`CONJUNTO,LENCERIA,1054085061
0101021350,1054BR T90 BLUE,`CONJUNTO,LENCERIA,1054090061
0101021360,1054BR T95 BLUE,`CONJUNTO,LENCERIA,1054095061
0101021370,1054BR T100 BLUE,`CONJUNTO,LENCERIA,1054100061
0101021380,1054BR T105 BLUE,`CONJUNTO,LENCERIA,1054105061
0101021390,1055BR T85 BLANCO,`CONJUNTO,LENCERIA,1055085001
0101021400,1055BR T85 NEGRO,`CONJUNTO,LENCERIA,1055085002
0101021410,1055BR T85 HUESO,`CONJUNTO,LENCERIA,1055085003
0101021420,1055BR T85 ROJO,`CONJUNTO,LENCERIA,1055085004
0101021430,1055BR T90 BLANCO,`CONJUNTO,LENCERIA,1055090001
0101021440,1055BR T90 NEGRO,`CONJUNTO,LENCERIA,1055090002
0101021450,1055BR T90 HUESO,`CONJUNTO,LENCERIA,1055090003
0101021460,1055BR T90 ROJO,`CONJUNTO,LENCERIA,1055090004
0101021470,1055BR T95 BLANCO,`CONJUNTO,LENCERIA,1055095001
0101021480,1055BR T95 NEGRO,`CONJUNTO,LENCERIA,1055095002
0101021490,1055BR T95 HUESO,`CONJUNTO,LENCERIA,1055095003
0101021500,1055BR T95 ROJO,`CONJUNTO,LENCERIA,1055095004
0101021510,1055BR T100 BLANCO,`CONJUNTO,LENCERIA,1055100001
0101021520,1055BR T100 NEGRO,`CONJUNTO,LENCERIA,1055100002
0101021530,1055BR T100 HUESO,`CONJUNTO,LENCERIA,1055100003
0101021540,1055BR T100 ROJO,`CONJUNTO,LENCERIA,1055100004
0101021550,1056BR T90 BLANCO,`CONJUNTO,LENCERIA,1056090001
0101021560,1056BR T90 NEGRO,`CONJUNTO,LENCERIA,1056090002
0101021570,1056BR T95 BLANCO,`CONJUNTO,LENCERIA,1056095001
0101021580,1056BR T95 NEGRO,`CONJUNTO,LENCERIA,1056095002
0101021590,1056BR T100 BLANCO,`CONJUNTO,LENCERIA,1056100001
0101021600,1056BR T100 NEGRO,`CONJUNTO,LENCERIA,1056100002
0101021610,1062BR T85 BLANCO,`CONJUNTO,LENCERIA,1062085001
0101021620,1062BR T90 BLANCO,`CONJUNTO,LENCERIA,1062090001
0101021630,1062BR T100 BLANCO,`CONJUNTO,LENCERIA,1062100001
0101021640,1063BR T85 GRIS,`CONJUNTO,LENCERIA,1063085008
0101021650,1063BR T85 MELANGE,`CONJUNTO,LENCERIA,1063085013
0101021660,1063BR T85 FRANCIA,`CONJUNTO,LENCERIA,1063085051
0101021670,1063BR T85 ROSA,`CONJUNTO,LENCERIA,1063085066
0101021680,1063BR T85 DAMASCO,`CONJUNTO,LENCERIA,1063085098
0101021690,1063BR T85 DAMASCO,`CONJUNTO,LENCERIA,1063085099
0101021700,1063BR T90 GRIS,`CONJUNTO,LENCERIA,1063090008
0101021710,1063BR T90 MELANGE,`CONJUNTO,LENCERIA,1063090013
0101021720,1063BR T90 FRANCIA,`CONJUNTO,LENCERIA,1063090051
0101021730,1063BR T90 ROSA,`CONJUNTO,LENCERIA,1063090066
0101021740,1063BR T90 DAMASCO,`CONJUNTO,LENCERIA,1063090098
0101021750,1063BR T90 DAMASCO,`CONJUNTO,LENCERIA,1063090099
0101021760,1063BR T95 GRIS,`CONJUNTO,LENCERIA,1063095008
0101021770,1063BR T95 MELANGE,`CONJUNTO,LENCERIA,1063095013
0101021780,1063BR T95 FRANCIA,`CONJUNTO,LENCERIA,1063095051
0101021790,1063BR T95 ROSA,`CONJUNTO,LENCERIA,1063095066
0101021800,1063BR T95 DAMASCO,`CONJUNTO,LENCERIA,1063095098
0101021810,1063BR T95 DAMASCO,`CONJUNTO,LENCERIA,1063095099
0101021820,1063BR T100 GRIS,`CONJUNTO,LENCERIA,1063100008
0101021830,1063BR T100 MELANGE,`CONJUNTO,LENCERIA,1063100013
0101021840,1063BR T100 FRANCIA,`CONJUNTO,LENCERIA,1063100051
0101021850,1063BR T100 ROSA,`CONJUNTO,LENCERIA,1063100066
0101021860,1063BR T100 DAMASCO,`CONJUNTO,LENCERIA,1063100098
0101021870,1063BR T100 DAMASCO,`CONJUNTO,LENCERIA,1063100099
0101021880,1066BR T8 ACQUA,`CONJUNTO,LENCERIA,1065008050
0101021890,1065BR T8 FRANCIA,`CONJUNTO,LENCERIA,1065008051
0101021900,1065BR T8 DAMASCO,`CONJUNTO,LENCERIA,1065008098
0101021910,1066BR T10 ACQUA,`CONJUNTO,LENCERIA,1065010050
0101021920,1065BR T10 FRANCIA,`CONJUNTO,LENCERIA,1065010051
0101021930,1065BR T10 DAMASCO,`CONJUNTO,LENCERIA,1065010098
0101021940,1066BR T12 ACQUA,`CONJUNTO,LENCERIA,1065012050
0101021950,1065BR T12 FRANCIA,`CONJUNTO,LENCERIA,1065012051
0101021960,1065BR T12 DAMASCO,`CONJUNTO,LENCERIA,1065012098
0101021970,1066BR T14 ACQUA,`CONJUNTO,LENCERIA,1065014050
0101021980,1065BR T14 FRANCIA,`CONJUNTO,LENCERIA,1065014051
0101021990,1065BR T14 DAMASCO,`CONJUNTO,LENCERIA,1065014098
0101022000,1066BR T16 ACQUA,`CONJUNTO,LENCERIA,1065016050
0101022010,1065BR T16 FRANCIA,`CONJUNTO,LENCERIA,1065016051
0101022020,1065BR T16 DAMASCO,`CONJUNTO,LENCERIA,1065016098
0101022030,1066BR T8 MARINO,`CONJUNTO,LENCERIA,1066008016
