Cod_articulo,Descripcion,Desc_Adicional,Familia,Cod_barra
0101022040,1066BR T8 ACQUA,`CONJUNTO,LENCERIA,1066008050
0101022050,1066BR T10 MARINO,`CONJUNTO,LENCERIA,1066010016
0101022060,1066BR T10 ACQUA,`CONJUNTO,LENCERIA,1066010050
0101022070,1066BR T12 MARINO,`CONJUNTO,LENCERIA,1066012016
0101022080,1066BR T12 ACQUA,`CONJUNTO,LENCERIA,1066012050
0101022090,1066BR T14 MARINO,`CONJUNTO,LENCERIA,1066014016
0101022100,1066BR T14 ACQUA,`CONJUNTO,LENCERIA,1066014050
0101022110,1066BR T16 MARINO,`CONJUNTO,LENCERIA,1066016016
0101022120,1066BR T16 ACQUA,`CONJUNTO,LENCERIA,1066016050
0101022130,1070BR T85 CELESTE,`CONJUNTO,LENCERIA,1070085007
0101022140,1070BR T85 ROSA,`CONJUNTO,LENCERIA,1070085066
0101022150,1070BR T85 BORDO,`CONJUNTO,LENCERIA,1070085085
0101022160,1070BR T90 CELESTE,`CONJUNTO,LENCERIA,1070090007
0101022170,1070BR T90 ROSA,`CONJUNTO,LENCERIA,1070090066
0101022180,1070BR T90 BORDO,`CONJUNTO,LENCERIA,1070090085
0101022190,1070BR T95 CELESTE,`CONJUNTO,LENCERIA,1070095007
0101022200,1070BR T95 ROSA,`CONJUNTO,LENCERIA,1070095066
0101022210,1070BR T95 BORDO,`CONJUNTO,LENCERIA,1070095085
0101022220,1070BR T100 CELESTE,`CONJUNTO,LENCERIA,1070100007
0101022230,1070BR T100 ROSA,`CONJUNTO,LENCERIA,1070100066
0101022240,1070BR T100 BORDO,`CONJUNTO,LENCERIA,1070100085
0101022250,1072BR T85 NEGRO,`CONJUNTO,LENCERIA,1072085002
0101022260,1072BR T85 PINK,`CONJUNTO,LENCERIA,1072085055
0101022270,1072BR T90 NEGRO,`CONJUNTO,LENCERIA,1072090002
0101022280,1072BR T90 PINK,`CONJUNTO,LENCERIA,1072090055
0101022290,1072BR T95 NEGRO,`CONJUNTO,LENCERIA,1072095002
0101022300,1072BR T95 PINK,`CONJUNTO,LENCERIA,1072095055
0101022310,1072BR T100 NEGRO,`CONJUNTO,LENCERIA,1072100002
0101022320,1072BR T100 PINK,`CONJUNTO,LENCERIA,1072100055
0101022330,1073BR T90 FLOWERS,`CONJUNTO,LENCERIA,1073090054
0101022340,1073BR T95 FLOWERS,`CONJUNTO,LENCERIA,1073095054
0101022350,1073BR T100 FLOWERS,`CONJUNTO,LENCERIA,1073100054
0101022360,1078BR T95 BLANCO,CONJUNTO,LENCERIA,1078095001
0101022370,1078BR T95 NEGRO,CONJUNTO,LENCERIA,1078095002
0101022380,1078BR T95 CHAMPAGNE,CONJUNTO,LENCERIA,1078095056
0101022390,1078BR T100 BLANCO,CONJUNTO,LENCERIA,1078100001
0101022400,1078BR T100 NEGRO,CONJUNTO,LENCERIA,1078100002
0101022410,1078BR T100 CHAMPAGNE,CONJUNTO,LENCERIA,1078100056
0101022420,1078BR T105 BLANCO,CONJUNTO,LENCERIA,1078105001
0101022430,1078BR T105 NEGRO,CONJUNTO,LENCERIA,1078105002
0101022440,1078BR T105 CHAMPAGNE,CONJUNTO,LENCERIA,1078105056
0101022450,1078BR T110 BLANCO,CONJUNTO,LENCERIA,1078110001
0101022460,1078BR T110 NEGRO,CONJUNTO,LENCERIA,1078110002
0101022470,1078BR T110 CHAMPAGNE,CONJUNTO,LENCERIA,1078110056
0101022480,1080BR T85 BLANCO,CONJUNTO,LENCERIA,1080085001
0101022490,1080BR T85 NEGRO,CONJUNTO,LENCERIA,1080085002
0101022500,1080BR T85 CARMINE,CONJUNTO,LENCERIA,1080085046
0101022510,1080BR T85 ACQUA,CONJUNTO,LENCERIA,1080085050
0101022520,1080BR T90 BLANCO,CONJUNTO,LENCERIA,1080090001
0101022530,1080BR T90 NEGRO,CONJUNTO,LENCERIA,1080090002
0101022540,1080BR T90 CARMINE,CONJUNTO,LENCERIA,1080090046
0101022550,1080BR T90 ACQUA,CONJUNTO,LENCERIA,1080090050
0101022560,1080BR T95 BLANCO,CONJUNTO,LENCERIA,1080095001
0101022570,1080BR T95 NEGRO,CONJUNTO,LENCERIA,1080095002
0101022580,1080BR T95 CARMINE,CONJUNTO,LENCERIA,1080095046
0101022590,1080BR T95 ACQUA,CONJUNTO,LENCERIA,1080095050
0101022600,1080BR T100 BLANCO,CONJUNTO,LENCERIA,1080100001
0101022610,1080BR T100 NEGRO,CONJUNTO,LENCERIA,1080100002
0101022620,1080BR T100 CARMINE,CONJUNTO,LENCERIA,1080100046
0101022630,1080BR T100 ACQUA,CONJUNTO,LENCERIA,1080100050
0101022640,1081BR T85 BLANCO,CONJUNTO,LENCERIA,1081085001
0101022650,1081BR T85 ESMERALDA,CONJUNTO,LENCERIA,1081085014
0101022660,1081BR T85 MORA,CONJUNTO,LENCERIA,1081085045
0101022670,1081BR T90 BLANCO,CONJUNTO,LENCERIA,1081090001
0101022680,1081BR T90 ESMERALDA,CONJUNTO,LENCERIA,1081090014
0101022690,1081BR T90 MORA,CONJUNTO,LENCERIA,1081090045
0101022700,1081BR T95 BLANCO,CONJUNTO,LENCERIA,1081095001
0101022710,1081BR T95 ESMERALDA,CONJUNTO,LENCERIA,1081095014
0101022720,1081BR T95 MORA,CONJUNTO,LENCERIA,1081095045
0101022730,1081BR T100 BLANCO,CONJUNTO,LENCERIA,1081100001
0101022740,1081BR T100 ESMERALDA,CONJUNTO,LENCERIA,1081100014
0101022750,1081BR T100 MORA,CONJUNTO,LENCERIA,1081100045
0101022760,1084BR T85 BLANCO,CONJUNTO,LENCERIA,1084085001
0101022770,1084BR T90 BLANCO,CONJUNTO,LENCERIA,1084090001
0101022780,1084BR T90 NEGRO,CONJUNTO,LENCERIA,1084090002
0101022790,1084BR T90 MARINO,CONJUNTO,LENCERIA,1084090016
0101022800,1084BR T90 FLAMINGO,CONJUNTO,LENCERIA,1084090069
0101022810,1084BR T95 BLANCO,CONJUNTO,LENCERIA,1084095001
0101022820,1084BR T95 NEGRO,CONJUNTO,LENCERIA,1084095002
0101022830,1084BR T95 MARINO,CONJUNTO,LENCERIA,1084095016
0101022840,1084BR T95 FLAMINGO,CONJUNTO,LENCERIA,1084095069
0101022850,1084BR T100 BLANCO,CONJUNTO,LENCERIA,1084100001
0101022860,1084BR T100 NEGRO,CONJUNTO,LENCERIA,1084100002
0101022870,1084BR T100 MARINO,CONJUNTO,LENCERIA,1084100016
0101022880,1084BR T100 FLAMINGO,CONJUNTO,LENCERIA,1084100069
0101022890,1084BR T105 BLANCO,CONJUNTO,LENCERIA,1084105001
0101022900,1084BR T105 NEGRO,CONJUNTO,LENCERIA,1084105002
0101022910,1084BR T105 FLAMINGO,CONJUNTO,LENCERIA,1084105069
0101022920,1086BR T85 ESMERALDA,CONJUNTO,LENCERIA,1086085014
0101022930,1086BR T85 VISON,CONJUNTO,LENCERIA,1086085080
0101022940,1086BR T90 ESMERALDA,CONJUNTO,LENCERIA,1086090014
0101022950,1086BR T90 VISON,CONJUNTO,LENCERIA,1086090080
0101022960,1086BR T95 ESMERALDA,CONJUNTO,LENCERIA,1086095014
0101022970,1086BR T95 VISON,CONJUNTO,LENCERIA,1086095080
0101022980,1086BR T100 ESMERALDA,CONJUNTO,LENCERIA,1086100014
0101022990,1086BR T100 VISON,CONJUNTO,LENCERIA,1086100080
0101023000,1087BR T85 MARINO,CONJUNTO,LENCERIA,1087085016
0101023010,1087BR T85 ACQUA,CONJUNTO,LENCERIA,1087085050
0101023020,1087BR T85 FLAMINGO,CONJUNTO,LENCERIA,1087085069
0101023030,1087BR T85 NOUGAT,CONJUNTO,LENCERIA,1087085075
0101023040,1087BR T90 MARINO,CONJUNTO,LENCERIA,1087090016
0101023050,1087BR T90 ACQUA,CONJUNTO,LENCERIA,1087090050
0101023060,1087BR T90 FLAMINGO,CONJUNTO,LENCERIA,1087090069
0101023070,1087BR T90 NOUGAT,CONJUNTO,LENCERIA,1087090075
0101023080,1087BR T95 MARINO,CONJUNTO,LENCERIA,1087095016
0101023090,1087BR T95 ACQUA,CONJUNTO,LENCERIA,1087095050
0101023100,1087BR T95 FLAMINGO,CONJUNTO,LENCERIA,1087095069
0101023110,1087BR T95 NOUGAT,CONJUNTO,LENCERIA,1087095075
0101023120,1087BR T100 MARINO,CONJUNTO,LENCERIA,1087100016
0101023130,1087BR T100 ACQUA,CONJUNTO,LENCERIA,1087100050
0101023140,1087BR T100 FLAMINGO,CONJUNTO,LENCERIA,1087100069
0101023150,1087BR T100 NOUGAT,CONJUNTO,LENCERIA,1087100075
0101023160,1088BR T85 BLANCO,CONJUNTO,LENCERIA,1088085001
0101023170,1088BR T85 NEGRO,CONJUNTO,LENCERIA,1088085002
0101023180,1088BR T85 VISON,CONJUNTO,LENCERIA,1088085080
0101023190,1088BR T85 CIELO,CONJUNTO,LENCERIA,1088085098
0101023200,1088BR T85 CIELO,CONJUNTO,LENCERIA,1088085099
0101023210,1088BR T90 BLANCO,CONJUNTO,LENCERIA,1088090001
0101023220,1088BR T90 NEGRO,CONJUNTO,LENCERIA,1088090002
0101023230,1088BR T90 VISON,CONJUNTO,LENCERIA,1088090080
0101023240,1088BR T90 CIELO,CONJUNTO,LENCERIA,1088090098
0101023250,1088BR T90 CIELO,CONJUNTO,LENCERIA,1088090099
0101023260,1088BR T95 BLANCO,CONJUNTO,LENCERIA,1088095001
0101023270,1088BR T95 NEGRO,CONJUNTO,LENCERIA,1088095002
0101023280,1088BR T95 VISON,CONJUNTO,LENCERIA,1088095080
0101023290,1088BR T95 CIELO,CONJUNTO,LENCERIA,1088095098
0101023300,1088BR T95 CIELO,CONJUNTO,LENCERIA,1088095099
0101023310,1088BR T100 BLANCO,CONJUNTO,LENCERIA,1088100001
0101023320,1088BR T100 NEGRO,CONJUNTO,LENCERIA,1088100002
0101023330,1088BR T100 VISON,CONJUNTO,LENCERIA,1088100080
0101023340,1088BR T100 CIELO,CONJUNTO,LENCERIA,1088100098
0101023350,1088BR T100 CIELO,CONJUNTO,LENCERIA,1088100099
0101023360,1088BR T105 BLANCO,CONJUNTO,LENCERIA,1088105001
0101023370,1088BR T105 NEGRO,CONJUNTO,LENCERIA,1088105002
0101023380,1088BR T105 VISON,CONJUNTO,LENCERIA,1088105080
0101023390,1088BR T105 CIELO,CONJUNTO,LENCERIA,1088105098
0101023400,1088BR T105 CIELO,CONJUNTO,LENCERIA,1088105099
0101023410,1090BR T85 ACQUA,CONJUNTO,LENCERIA,1090085050
0101023420,1090BR T85 FRANCIA,CONJUNTO,LENCERIA,1090085051
0101023430,1090BR T90 ACQUA,CONJUNTO,LENCERIA,1090090050
0101023440,1090BR T90 FRANCIA,CONJUNTO,LENCERIA,1090090051
0101023450,1090BR T95 ACQUA,CONJUNTO,LENCERIA,1090095050
0101023460,1090BR T95 FRANCIA,CONJUNTO,LENCERIA,1090095051
0101023470,1090BR T100 ACQUA,CONJUNTO,LENCERIA,1090100050
0101023480,1090BR T100 FRANCIA,CONJUNTO,LENCERIA,1090100051
0101023490,1100BR T85 BLANCO,CONJUNTO,LENCERIA,1100085001
0101023500,1100BR T85 ROJO,CONJUNTO,LENCERIA,1100085004
0101023510,1100BR T85 CHAMPAGNE,CONJUNTO,LENCERIA,1100085054
0101023520,1100BR T85 CHAMPAGNE,CONJUNTO,LENCERIA,1100085056
0101023530,1100BR T90 BLANCO,CONJUNTO,LENCERIA,1100090001
0101023540,1100BR T90 ROJO,CONJUNTO,LENCERIA,1100090004
0101023550,1100BR T90 CHAMPAGNE,CONJUNTO,LENCERIA,1100090054
0101023560,1100BR T90 CHAMPAGNE,CONJUNTO,LENCERIA,1100090056
0101023570,1100BR T95 BLANCO,CONJUNTO,LENCERIA,1100095001
0101023580,1100BR T95 ROJO,CONJUNTO,LENCERIA,1100095004
0101023590,1100BR T95 CHAMPAGNE,CONJUNTO,LENCERIA,1100095054
0101023600,1100BR T95 CHAMPAGNE,CONJUNTO,LENCERIA,1100095056
0101023610,1100BR T100 BLANCO,CONJUNTO,LENCERIA,1100100001
0101023620,1100BR T100 ROJO,CONJUNTO,LENCERIA,1100100004
0101023630,1100BR T100 CHAMPAGNE,CONJUNTO,LENCERIA,1100100056
0101023640,1108BR T85 BLANCO,CONJUNTO,LENCERIA,1108085001
0101023650,1108BR T85 FRANCIA,CONJUNTO,LENCERIA,1108085051
0101023660,1108BR T85 LIMA,CONJUNTO,LENCERIA,1108085068
0101023670,1108BR T90 BLANCO,CONJUNTO,LENCERIA,1108090001
0101023680,1108BR T90 NEGRO,CONJUNTO,LENCERIA,1108090002
0101023690,1108BR T90 ACQUA,CONJUNTO,LENCERIA,1108090050
0101023700,1108BR T90 FRANCIA,CONJUNTO,LENCERIA,1108090051
0101023710,1108BR T90 LIMA,CONJUNTO,LENCERIA,1108090068
0101023720,1108BR T90 FLAMINGO,CONJUNTO,LENCERIA,1108090069
0101023730,1108BR T95 BLANCO,CONJUNTO,LENCERIA,1108095001
0101023740,1108BR T95 NEGRO,CONJUNTO,LENCERIA,1108095002
0101023750,1108BR T95 ACQUA,CONJUNTO,LENCERIA,1108095050
0101023760,1108BR T95 FRANCIA,CONJUNTO,LENCERIA,1108095051
0101023770,1108BR T95 LIMA,CONJUNTO,LENCERIA,1108095068
0101023780,1108BR T95 FLAMINGO,CONJUNTO,LENCERIA,1108095069
0101023790,1108BR T100 BLANCO,CONJUNTO,LENCERIA,1108100001
0101023800,1108BR T100 NEGRO,CONJUNTO,LENCERIA,1108100002
0101023810,1108BR T100 ACQUA,CONJUNTO,LENCERIA,1108100050
0101023820,1108BR T100 FRANCIA,CONJUNTO,LENCERIA,1108100051
0101023830,1108BR T100 LIMA,CONJUNTO,LENCERIA,1108100068
0101023840,1108BR T100 FLAMINGO,CONJUNTO,LENCERIA,1108100069
0101023850,1440BR T90 NEGRO,CONJUNTO,LENCERIA,1440090002
0101023860,1440BR T95 BLANCO,CONJUNTO,LENCERIA,1440095001
0101023870,1440BR T95 NEGRO,CONJUNTO,LENCERIA,1440095002
0101023880,1440BR T95 HUESO,CONJUNTO,LENCERIA,1440095003
0101023890,1440BR T95 ROJO,CONJUNTO,LENCERIA,1440095004
0101023900,1440BR T95  ROSA CONJUNTO,CONJUNTO,LENCERIA,1440095066
0101023910,1440BR T100 BLANCO,CONJUNTO,LENCERIA,1440100001
0101023920,1440BR T100 NEGRO,CONJUNTO,LENCERIA,1440100002
0101023930,1440BR T100 HUESO,CONJUNTO,LENCERIA,1440100003
0101023940,1440BR T100 ROJO,CONJUNTO,LENCERIA,1440100004
0101023950,1440BR T100 ROSA,CONJUNTO,LENCERIA,1440100066
0101023960,1440BR T105 BLANCO,CONJUNTO,LENCERIA,1440105001
0101023970,1440BR T105 NEGRO,CONJUNTO,LENCERIA,1440105002
0101023980,1440BR T105 HUESO,CONJUNTO,LENCERIA,1440105003
0101023990,1440BR T105 ROJO,CONJUNTO,LENCERIA,1440105004
0101024000,1440BR T105 ROSA,CONJUNTO,LENCERIA,1440105066
0101024010,1440BR T110 BLANCO,CONJUNTO,LENCERIA,1440110001
0101024020,1440BR T110 NEGRO,CONJUNTO,LENCERIA,1440110002
0101024030,1440BR T110 HUESO,CONJUNTO,LENCERIA,1440110003
0101024040,1440BR T110 ROJO,CONJUNTO,LENCERIA,1440110004
0101024050,1440BR T110  ROSA CONJUNTO,CONJUNTO,LENCERIA,1440110066
0101024060,2102BR T85 ESMERALDA,CONJUNTO,LENCERIA,2102085014
0101024070,2102BR T85 CHAMPAGNE,CONJUNTO,LENCERIA,2102085056
0101024080,2102BR T85 ROSE,CONJUNTO,LENCERIA,2102085097
0101024090,2102BR T85 ROSE,CONJUNTO,LENCERIA,2102085100
0101024100,2102BR T90 ESMERALDA,CONJUNTO,LENCERIA,2102090014
0101024110,2102BR T90 CHAMPAGNE,CONJUNTO,LENCERIA,2102090056
0101024120,2102BR T90 ROSE,CONJUNTO,LENCERIA,2102090097
0101024130,2102BR T90 ROSE,CONJUNTO,LENCERIA,2102090100
0101024140,2102BR T95 ESMERALDA,CONJUNTO,LENCERIA,2102095014
0101024150,2102BR T95 CHAMPAGNE,CONJUNTO,LENCERIA,2102095056
0101024160,2102BR T95 ROSE,CONJUNTO,LENCERIA,2102095097
0101024170,2102BR T95 ROSE,CONJUNTO,LENCERIA,2102095100
0101024180,2102BR T100 ESMERALDA,CONJUNTO,LENCERIA,2102100014
0101024190,2102BR T100 CHAMPAGNE,CONJUNTO,LENCERIA,2102100056
0101024200,2102BR T100 ROSE,CONJUNTO,LENCERIA,2102100097
0101024210,2102BR T100 ROSE,CONJUNTO,LENCERIA,2102100100
0101024220,2102BR T105 ESMERALDA,CONJUNTO,LENCERIA,2102105014
0101024230,2102BR T105 CHAMPAGNE,CONJUNTO,LENCERIA,2102105056
0101024240,2102BR T105 ROSE,CONJUNTO,LENCERIA,2102105097
0101024250,2102BR T105 ROSE,CONJUNTO,LENCERIA,2102105100
0101024260,2104BR T90 ESMERALDA,CONJUNTO,LENCERIA,2104090014
0101024270,2104BR T90 CHAMPAGNE,CONJUNTO,LENCERIA,2104090056
0101024280,2104BR T90 ROSE,CONJUNTO,LENCERIA,2104090097
0101024290,2104BR T90 ROSE,CONJUNTO,LENCERIA,2104090100
0101024300,2104BR T95 ESMERALDA,CONJUNTO,LENCERIA,2104095014
0101024310,2104BR T95 CHAMPAGNE,CONJUNTO,LENCERIA,2104095056
0101024320,2104BR T95 ROSE,CONJUNTO,LENCERIA,2104095097
0101024330,2104BR T95 ROSE,CONJUNTO,LENCERIA,2104095100
0101024340,2104BR T100 ESMERALDA,CONJUNTO,LENCERIA,2104100014
0101024350,2104BR T100 CHAMPAGNE,CONJUNTO,LENCERIA,2104100056
0101024360,2104BR T100 ROSE,CONJUNTO,LENCERIA,2104100097
0101024370,2104BR T100 ROSE,CONJUNTO,LENCERIA,2104100100
0101024380,2106BR T85 BLANCO,CONJUNTO,LENCERIA,2106085001
0101024390,2106BR T85 NEGRO,CONJUNTO,LENCERIA,2106085002
0101024400,2106BR T85 FRANCIA,CONJUNTO,LENCERIA,2106085051
0101024410,2106BR T85 PINK,CONJUNTO,LENCERIA,2106085055
0101024420,2106BR T85 CHAMPAGNE,CONJUNTO,LENCERIA,2106085056
0101024430,2106BR T90 BLANCO,CONJUNTO,LENCERIA,2106090001
0101024440,2106BR T90 NEGRO,CONJUNTO,LENCERIA,2106090002
0101024450,2106BR T90 FRANCIA,CONJUNTO,LENCERIA,2106090051
0101024460,2106BR T90 PINK,CONJUNTO,LENCERIA,2106090055
0101024470,2106BR T90 CHAMPAGNE,CONJUNTO,LENCERIA,2106090056
0101024480,2106BR T95 BLANCO,CONJUNTO,LENCERIA,2106095001
0101024490,2106BR T95 NEGRO,CONJUNTO,LENCERIA,2106095002
0101024500,2106BR T95 FRANCIA,CONJUNTO,LENCERIA,2106095051
0101024510,2106BR T95 PINK,CONJUNTO,LENCERIA,2106095055
0101024520,2106BR T95 CHAMPAGNE,CONJUNTO,LENCERIA,2106095056
0101024530,2106BR T100 BLANCO,CONJUNTO,LENCERIA,2106100001
0101024540,2106BR T100 NEGRO,CONJUNTO,LENCERIA,2106100002
0101024550,2106BR T100 FRANCIA,CONJUNTO,LENCERIA,2106100051
0101024560,2106BR T100 PINK,CONJUNTO,LENCERIA,2106100055
0101024570,2106BR T100 CHAMPAGNE,CONJUNTO,LENCERIA,2106100056
0101024580,2108BR T90 NEGRO,CONJUNTO,LENCERIA,2108090002
0101024590,2108BR T90 FRANCIA,CONJUNTO,LENCERIA,2108090051
0101024600,2108BR T95 NEGRO,CONJUNTO,LENCERIA,2108095002
0101024610,2108BR T95 FRANCIA,CONJUNTO,LENCERIA,2108095051
0101024620,2108BR T100 NEGRO,CONJUNTO,LENCERIA,2108100002
0101024630,2108BR T100 FRANCIA,CONJUNTO,LENCERIA,2108100051
0101024640,2110BR T85 BLANCO,CONJUNTO,LENCERIA,2110085001
0101024650,2110BR T85 NEGRO,CONJUNTO,LENCERIA,2110085002
0101024660,2110BR T85 ROSA,CONJUNTO,LENCERIA,2110085066
0101024670,2110BR T85 CIELO,CONJUNTO,LENCERIA,2110085098
0101024680,2110BR T85 CIELO,CONJUNTO,LENCERIA,2110085099
0101024690,2110BR T90 BLANCO,CONJUNTO,LENCERIA,2110090001
0101024700,2110BR T90 NEGRO,CONJUNTO,LENCERIA,2110090002
0101024710,2110BR T90 ROSA,CONJUNTO,LENCERIA,2110090066
0101024720,2110BR T90 CIELO,CONJUNTO,LENCERIA,2110090098
0101024730,2110BR T90 CIELO,CONJUNTO,LENCERIA,2110090099
0101024740,2110BR T95 BLANCO,CONJUNTO,LENCERIA,2110095001
0101024750,2110BR T95 NEGRO,CONJUNTO,LENCERIA,2110095002
0101024760,2110BR T95 ROSA,CONJUNTO,LENCERIA,2110095066
0101024770,2110BR T95 CIELO,CONJUNTO,LENCERIA,2110095098
0101024780,2110BR T95 CIELO,CONJUNTO,LENCERIA,2110095099
0101024790,2110BR T100 BLANCO,CONJUNTO,LENCERIA,2110100001
0101024800,2110BR T100 NEGRO,CONJUNTO,LENCERIA,2110100002
0101024810,2110BR T100 ROSA,CONJUNTO,LENCERIA,2110100066
0101024820,2110BR T100 CIELO,CONJUNTO,LENCERIA,2110100098
0101024830,2110BR T100 CIELO,CONJUNTO,LENCERIA,2110100099
0101024840,2112BR T90  BLANCO CONJUNTO,CONJUNTO,LENCERIA,2112090001
0101024850,2112BR T90  ROSA,CONJUNTO,LENCERIA,2112090066
0101024860,2112BR T90 CIELO,CONJUNTO,LENCERIA,2112090098
0101024870,2112BR T90 CIELO,CONJUNTO,LENCERIA,2112090099
0101024880,2112BR T90 BLANCO,CONJUNTO,LENCERIA,2112090101
0101024890,2112BR T90 NEGRO,CONJUNTO,LENCERIA,2112090102
0101024900,2112BR T95  BLANCO CONJUNTO,CONJUNTO,LENCERIA,2112095001
0101024910,2112BR T95 ROSA,CONJUNTO,LENCERIA,2112095066
0101024920,2112BR T95 CIELO,CONJUNTO,LENCERIA,2112095098
0101024930,2112BR T95 CIELO,CONJUNTO,LENCERIA,2112095099
0101024940,2112BR T95 BLANCO,CONJUNTO,LENCERIA,2112095101
0101024950,2112BR T95 NEGRO,CONJUNTO,LENCERIA,2112095102
0101024960,2112BR T100  BLANCO CONJUNTO,CONJUNTO,LENCERIA,2112100001
0101024970,2112BR T100 ROSA,CONJUNTO,LENCERIA,2112100066
0101024980,2112BR T100 CIELO,CONJUNTO,LENCERIA,2112100098
0101024990,2112BR T100 CIELO,CONJUNTO,LENCERIA,2112100099
0101025000,2112BR T100 BLANCO,CONJUNTO,LENCERIA,2112100101
0101025010,2112BR T100 NEGRO,CONJUNTO,LENCERIA,2112100102
0101025020,2116BR T85 BLANCO,CONJUNTO,LENCERIA,2116085001
0101025030,2116BR T85 NEGRO,CONJUNTO,LENCERIA,2116085002
0101025040,2116BR T85 ESMERALDA,CONJUNTO,LENCERIA,2116085014
0101025050,2116BR T90 BLANCO,CONJUNTO,LENCERIA,2116090001
0101025060,2116BR T90 NEGRO,CONJUNTO,LENCERIA,2116090002
0101025070,2116BR T90 ESMERALDA,CONJUNTO,LENCERIA,2116090014
0101025080,2116BR T95 BLANCO,CONJUNTO,LENCERIA,2116095001
0101025090,2116BR T95 NEGRO,CONJUNTO,LENCERIA,2116095002
0101025100,2116BR T95 ESMERALDA,CONJUNTO,LENCERIA,2116095014
0101025110,2116BR T100 BLANCO,CONJUNTO,LENCERIA,2116100001
0101025120,2116BR T100 NEGRO,CONJUNTO,LENCERIA,2116100002
0101025130,2116BR T100 ESMERALDA,CONJUNTO,LENCERIA,2116100014
0101025140,2118BR T90 BLANCO,CONJUNTO,LENCERIA,2118090001
0101025150,2118BR T90 NEGRO,CONJUNTO,LENCERIA,2118090002
0101025160,2118BR T90 ESMERALDA,CONJUNTO,LENCERIA,2118090014
0101025170,2118BR T95 BLANCO,CONJUNTO,LENCERIA,2118095001
0101025180,2118BR T95 NEGRO,CONJUNTO,LENCERIA,2118095002
0101025190,2118BR T95 ESMERALDA,CONJUNTO,LENCERIA,2118095014
0101025200,2118BR T100 BLANCO,CONJUNTO,LENCERIA,2118100001
0101025210,2118BR T100 NEGRO,CONJUNTO,LENCERIA,2118100002
0101025220,2118BR T100 ESMERALDA,CONJUNTO,LENCERIA,2118100014
0101025230,2120BR T85 NEGRO,CONJUNTO,LENCERIA,2120085002
0101025240,2120BR T85 MARINO,CONJUNTO,LENCERIA,2120085016
0101025250,2120BR T85 UVA,CONJUNTO,LENCERIA,2120085102
0101025260,2120BR T90 NEGRO,CONJUNTO,LENCERIA,2120090002
0101025270,2120BR T90 MARINO,CONJUNTO,LENCERIA,2120090016
0101025280,2120BR T90 UVA,CONJUNTO,LENCERIA,2120090102
0101025290,2120BR T95 NEGRO,CONJUNTO,LENCERIA,2120095002
0101025300,2120BR T95 MARINO,CONJUNTO,LENCERIA,2120095016
0101025310,2120BR T95 UVA,CONJUNTO,LENCERIA,2120095102
0101025320,2120BR T100 NEGRO,CONJUNTO,LENCERIA,2120100002
0101025330,2120BR T100 MARINO,CONJUNTO,LENCERIA,2120100016
0101025340,2120BR T100 UVA,CONJUNTO,LENCERIA,2120100102
0101025350,2122BR T90 BLANCO,CONJUNTO,LENCERIA,2122090001
0101025360,2122BR T90 NEGRO,CONJUNTO,LENCERIA,2122090002
0101025370,2122BR T90 FUCSIA,CONJUNTO,LENCERIA,2122090006
0101025380,2122BR T95 BLANCO,CONJUNTO,LENCERIA,2122095001
0101025390,2122BR T95 NEGRO,CONJUNTO,LENCERIA,2122095002
0101025400,2122BR T95 FUCSIA,CONJUNTO,LENCERIA,2122095006
0101025410,2122BR T100 BLANCO,CONJUNTO,LENCERIA,2122100001
0101025420,2122BR T100 NEGRO,CONJUNTO,LENCERIA,2122100002
0101025430,2122BR T100 FUCSIA,CONJUNTO,LENCERIA,2122100006
0101025440,2124BR T85 BLANCO,CONJUNTO,LENCERIA,2124085001
0101025450,2124BR T85 FUCSIA,CONJUNTO,LENCERIA,2124085006
0101025460,2124BR T85 MARINO,CONJUNTO,LENCERIA,2124085016
0101025470,2124BR T90 BLANCO,CONJUNTO,LENCERIA,2124090001
0101025480,2124BR T90 FUCSIA,CONJUNTO,LENCERIA,2124090006
0101025490,2124BR T90 MARINO,CONJUNTO,LENCERIA,2124090016
0101025500,2124BR T95 BLANCO,CONJUNTO,LENCERIA,2124095001
0101025510,2124BR T95 FUCSIA,CONJUNTO,LENCERIA,2124095006
0101025520,2124BR T95 MARINO,CONJUNTO,LENCERIA,2124095016
0101025530,2124BR T100 BLANCO,CONJUNTO,LENCERIA,2124100001
0101025540,2124BR T100 FUCSIA,CONJUNTO,LENCERIA,2124100006
0101025550,2124BR T100 MARINO,CONJUNTO,LENCERIA,2124100016
0101025560,2200BR T80  NEGRO CONJUNTO,CONJUNTO,LENCERIA,2200080002
0101025570,2200BR T80 FUCSIA,CONJUNTO,LENCERIA,2200080006
0101025580,2200BR T85 BLANCO,CONJUNTO,LENCERIA,2200085001
0101025590,2200BR T85 NEGRO,CONJUNTO,LENCERIA,2200085002
0101025600,2200BR T85 FUCSIA,CONJUNTO,LENCERIA,2200085006
0101025610,2200BR T90 BLANCO,CONJUNTO,LENCERIA,2200090001
0101025620,2200BR T90 NEGRO,CONJUNTO,LENCERIA,2200090002
0101025630,2200BR T90 FUCSIA,CONJUNTO,LENCERIA,2200090006
0101025640,2200BR T95 BLANCO,CONJUNTO,LENCERIA,2200095001
0101025650,2200BR T95 NEGRO,CONJUNTO,LENCERIA,2200095002
0101025660,2200BR T95 FUCSIA,CONJUNTO,LENCERIA,2200095006
0101025670,2200BR T100 BLANCO,CONJUNTO,LENCERIA,2200100001
