virtuemart_product_id,product_name,product_sku,product_parent_sku,slug,VM_MULTIVARIANT_FIELD_LABEL1,VM_MULTIVARIANT_FIELD_LABEL2,multi_variant_title,multi_variant_fields,product_price,published,category_path,product_desc,codigo_anterior
0,"Conjunto de puntilla y tul fantasía",0101178890,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178890,T95,NOUGAT,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178810,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178810,T95,FRUTILLA,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101173760,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101173760,T95,NEGRO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178930,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178930,T95,PINO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178820,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178820,T100,FRUTILLA,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101178940,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101178940,T100,PINO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101174090,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101174090,T100,NEGRO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101174100,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101174100,T100,BLANCO,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
0,"Conjunto de puntilla y tul fantasía",0101174150,0101178790,conjunto-de-puntilla-y-tul-fantasía-0101174150,T100,NOUGAT,,,373.9,Y,,"ART:1300S<br />Conjunto de microfibra fantasía print. Corpiño triangulo soft sin push up con dije corazón strass. Colaless.<br />
Talles: 85 - 90 - 95 - 100 <br />
Colores: Blanco - Frutilla - Negro - Nougat - Pino",1300S
2444,"Conjunto de puntilla fantasía",0101127880,,conjunto-de-puntilla-fantasía-0101127880,T85,BLANCO,COM_VIRTUEMART_FIELD_MULTIVARIANT_LABEL,VM_MULTIVARIANT_FIELD_LABEL1~VM_MULTIVARIANT_FIELD_LABEL2,477.5,Y,"Lenceria de Mujer/Sigry","ART:1301S<br />Conjunto triángulo armado con dije y bretel dos posiciones y colaless de microfibra fantasía y puntilla.<br />
C: Blanco - nougat - frutilla - negro.<br />
T: 85 al 95.",1301S
0,"Conjunto de puntilla fantasía",0101127910,0101127880,conjunto-de-puntilla-fantasía-0101127910,T85,FLAMENCO,,,477.5,Y,,"ART:1301S<br />Conjunto triángulo armado con dije y bretel dos posiciones y colaless de microfibra fantasía y puntilla.<br />
C: Blanco - nougat - frutilla - negro.<br />
T: 85 al 95.",1301S
0,"Conjunto de puntilla fantasía",0101133900,0101127880,conjunto-de-puntilla-fantasía-0101133900,T85,FLAMENCO,,,477.5,Y,,"ART:1301S<br />Conjunto triángulo armado con dije y bretel dos posiciones y colaless de microfibra fantasía y puntilla.<br />
C: Blanco - nougat - frutilla - negro.<br />
T: 85 al 95.",1301S
0,"Conjunto de puntilla fantasía",0101122900,0101127880,conjunto-de-puntilla-fantasía-0101122900,T85,NOUGAT,,,477.5,Y,,"ART:1301S<br />Conjunto triángulo armado con dije y bretel dos posiciones y colaless de microfibra fantasía y puntilla.<br />
C: Blanco - nougat - frutilla - negro.<br />
T: 85 al 95.",1301S
0,"Conjunto de puntilla fantasía",0101127890,0101127880,conjunto-de-puntilla-fantasía-0101127890,T85,NEGRO,,,477.5,Y,,"ART:1301S<br />Conjunto triángulo armado con dije y bretel dos posiciones y colaless de microfibra fantasía y puntilla.<br />
C: Blanco - nougat - frutilla - negro.<br />
T: 85 al 95.",1301S
